peak_id	chromosome	start	end	annotated_element
168	chr1	5262901	5263837	LTR
169	chr1	5264560	5265136	unrepeat
170	chr1	5265758	5266564	LINE
171	chr1	5267653	5268245	SINE
172	chr1	5270871	5271320	unrepeat
173	chr1	5273522	5274268	SINE
174	chr1	5282300	5283000	LTR
175	chr1	5283236	5283849	unrepeat
176	chr1	5285748	5286538	LINE
177	chr1	5293428	5293877	unrepeat
178	chr1	5296469	5296939	unrepeat
179	chr1	5303880	5304341	unrepeat
180	chr1	5325801	5326619	SINE
181	chr1	5326770	5327385	unrepeat
182	chr1	5331165	5331762	unrepeat
183	chr1	5333150	5333629	OthersRepeat
184	chr1	5338152	5338636	LTR
185	chr1	5339919	5340813	OthersRepeat
186	chr1	5342880	5343942	SINE
187	chr1	5344593	5345288	SINE
188	chr1	5345312	5345772	unrepeat
189	chr1	5346221	5346670	LTR
190	chr1	5348051	5348565	unrepeat
191	chr1	5349656	5350344	unrepeat
192	chr1	5350475	5351061	LTR
193	chr1	5357022	5357471	LINE
194	chr1	5374769	5375310	LINE
195	chr1	5379568	5380372	unrepeat
196	chr1	5383352	5383840	SINE
197	chr1	5386909	5387476	Simple_repeat
198	chr1	5393036	5393923	LTR
199	chr1	5398000	5398732	unrepeat
200	chr1	5399952	5400544	unrepeat
201	chr1	5400550	5401015	LTR
202	chr1	5403470	5403925	unrepeat
203	chr1	5404627	5405120	unrepeat
204	chr1	5407870	5408319	OthersRepeat
205	chr1	5409028	5409846	unrepeat
206	chr1	5410155	5410962	unrepeat
207	chr1	5411488	5412209	LTR
208	chr1	5419594	5420093	unrepeat
209	chr1	5671886	5672347	LINE
210	chr1	5672576	5673494	LINE
211	chr1	7788717	7789264	LINE
212	chr1	12641813	12642329	LINE
213	chr1	14379171	14380379	LINE
214	chr1	14382605	14383736	LINE
215	chr1	14385634	14386517	LINE
216	chr1	14394685	14395174	LINE
217	chr1	14842071	14842520	unrepeat
218	chr1	16543828	16544282	LINE
219	chr1	16544386	16544933	OthersRepeat
220	chr1	16545399	16545848	unrepeat
221	chr1	16648328	16648777	unrepeat
222	chr1	16652819	16653345	unrepeat
223	chr1	16725169	16725618	OthersRepeat
224	chr1	16727437	16728157	unrepeat
225	chr1	16729536	16730409	LINE
226	chr1	16765483	16765932	Simple_repeat
227	chr1	16772229	16773275	unrepeat
228	chr1	16774446	16774895	LINE
229	chr1	16776188	16776651	unrepeat
230	chr1	16777798	16778568	LINE
231	chr1	16782450	16782899	LINE
232	chr1	19545968	19546682	LTR
233	chr1	19547699	19548566	LINE
234	chr1	20159898	20160417	LTR
235	chr1	20160601	20161060	LINE
236	chr1	20164402	20164851	unrepeat
237	chr1	22445126	22445816	LINE
238	chr1	23357491	23358725	LTR
239	chr1	23358945	23359757	unrepeat
240	chr1	23360667	23361235	unrepeat
241	chr1	23361516	23363012	unrepeat
242	chr1	23363262	23363887	SINE
243	chr1	23364237	23365442	SINE
244	chr1	33062790	33063281	unrepeat
245	chr1	33065545	33066006	LTR
246	chr1	33798268	33798738	LINE
247	chr1	34510737	34511186	LINE
248	chr1	34627387	34627836	LINE
249	chr1	35489831	35490397	SINE
250	chr1	37906681	37907150	unrepeat
251	chr1	40434776	40435225	LTR
252	chr1	40443108	40443613	SINE
253	chr1	40445447	40446483	LINE
254	chr1	40453562	40454226	SINE
255	chr1	40454247	40454696	SINE
256	chr1	40455599	40458000	LINE
257	chr1	40458593	40461484	LINE
258	chr1	40461938	40469961	LINE
259	chr1	40470228	40472337	LINE
260	chr1	40472607	40473305	unrepeat
261	chr1	40473700	40475391	LINE
262	chr1	40475731	40476382	LINE
263	chr1	40482212	40482731	unrepeat
264	chr1	40484052	40484716	LINE
265	chr1	40487569	40488882	LINE
266	chr1	40491248	40491783	LINE
267	chr1	40497621	40498084	LINE
268	chr1	40501089	40501602	SINE
269	chr1	40502018	40502509	SINE
270	chr1	40504612	40505261	LTR
271	chr1	40505473	40505968	LTR
272	chr1	40508399	40509155	unrepeat
273	chr1	40515254	40516879	LINE
274	chr1	40517097	40517556	SINE
275	chr1	40517863	40519070	LTR
276	chr1	40520041	40521086	LTR
277	chr1	40527382	40527831	unrepeat
278	chr1	40527974	40528423	SINE
279	chr1	40528436	40528896	LINE
280	chr1	40529219	40530121	LINE
281	chr1	40530267	40530758	LINE
282	chr1	40535116	40535641	OthersRepeat
283	chr1	40545097	40545597	LTR
284	chr1	40546421	40546870	unrepeat
285	chr1	40549080	40549529	SINE
286	chr1	42235992	42236538	SINE
287	chr1	42237873	42238510	LINE
288	chr1	42241363	42241933	LINE
289	chr1	42304455	42304904	LINE
290	chr1	42451692	42452141	LINE
291	chr1	42504752	42505650	LTR
292	chr1	42509355	42510113	LTR
293	chr1	42512598	42513262	LTR
294	chr1	42513746	42514383	LTR
295	chr1	42858893	42859572	LTR
296	chr1	42859673	42860875	LINE
297	chr1	42861463	42862013	SINE
298	chr1	42862036	42862487	LINE
299	chr1	42867862	42868311	LTR
300	chr1	42877386	42877835	unrepeat
301	chr1	42900376	42900825	LINE
302	chr1	43112150	43112964	LINE
303	chr1	43115878	43116633	LINE
304	chr1	43118281	43119264	LINE
305	chr1	43134678	43135275	LINE
306	chr1	44884790	44885289	unrepeat
307	chr1	44885937	44886447	LINE
308	chr1	45241408	45241895	LTR
309	chr1	45259069	45259661	LTR
310	chr1	45260844	45261451	LINE
311	chr1	45262426	45262895	unrepeat
312	chr1	48212161	48212610	LTR
313	chr1	48215395	48215907	LINE
314	chr1	48226641	48227638	Simple_repeat
315	chr1	48230227	48231050	unrepeat
316	chr1	48232015	48232550	unrepeat
317	chr1	48234604	48235053	unrepeat
318	chr1	48264077	48264640	unrepeat
319	chr1	48264763	48265218	unrepeat
320	chr1	48280446	48280937	LINE
321	chr1	48285090	48285721	LINE
322	chr1	48287166	48287615	LTR
323	chr1	48288407	48289102	LINE
324	chr1	48290801	48291278	LINE
325	chr1	48292674	48293240	LINE
326	chr1	48298768	48299447	LINE
327	chr1	48312136	48312627	LINE
328	chr1	48325239	48325688	unrepeat
329	chr1	48328443	48329291	LINE
330	chr1	48329827	48330321	LINE
331	chr1	48333248	48333751	unrepeat
332	chr1	48368588	48369646	LINE
333	chr1	48371906	48373166	LTR
334	chr1	48376765	48377224	OthersRepeat
335	chr1	48383499	48383952	OthersRepeat
336	chr1	48387637	48388336	LINE
337	chr1	48388477	48388926	SINE
338	chr1	48390347	48390796	LINE
339	chr1	48405129	48406109	LTR
340	chr1	48410448	48410983	LTR
341	chr1	48414231	48414680	LINE
342	chr1	48436258	48436707	unrepeat
343	chr1	48674120	48674602	SINE
344	chr1	48713271	48713738	unrepeat
345	chr1	48724006	48724664	SINE
346	chr1	48758398	48758892	unrepeat
347	chr1	48788699	48789153	LINE
348	chr1	48789758	48790207	unrepeat
349	chr1	48790396	48791012	LTR
350	chr1	48792423	48793074	LINE
351	chr1	48793241	48793690	SINE
352	chr1	48793699	48794159	unrepeat
353	chr1	48794239	48794721	LINE
354	chr1	48795986	48796435	LINE
355	chr1	48796541	48797428	SINE
356	chr1	48798891	48799350	LINE
357	chr1	48799759	48800241	LINE
358	chr1	48806860	48807676	LINE
359	chr1	48807832	48808419	SINE
360	chr1	48808993	48810845	LTR
361	chr1	48812007	48812482	unrepeat
362	chr1	48812850	48813879	LINE
363	chr1	48819880	48821118	LINE
364	chr1	48824189	48825270	LINE
365	chr1	48828903	48829424	SINE
366	chr1	48830916	48831375	LINE
367	chr1	48844024	48844551	unrepeat
368	chr1	48844697	48845326	unrepeat
369	chr1	48845649	48846489	SINE
370	chr1	48847587	48848299	LINE
371	chr1	48848313	48848772	unrepeat
372	chr1	48862414	48862863	LINE
373	chr1	48865011	48866413	OthersRepeat
374	chr1	48866684	48867427	unrepeat
375	chr1	48868474	48869482	LINE
376	chr1	48869654	48870510	LINE
377	chr1	48870646	48871135	unrepeat
378	chr1	48871198	48872783	LINE
379	chr1	48873611	48874624	unrepeat
380	chr1	48874872	48875370	LINE
381	chr1	48878244	48878695	LINE
382	chr1	48883600	48884151	SINE
383	chr1	48885701	48886150	unrepeat
384	chr1	48887032	48887947	LINE
385	chr1	48887969	48888498	unrepeat
386	chr1	48889673	48890508	SINE
387	chr1	48892059	48892508	LTR
388	chr1	48893285	48893921	LTR
389	chr1	48895472	48896046	SINE
390	chr1	48902834	48903338	unrepeat
391	chr1	48903346	48903808	LINE
392	chr1	48907622	48908157	unrepeat
393	chr1	48908169	48908618	unrepeat
394	chr1	48910777	48911661	LINE
395	chr1	48912679	48913228	LINE
396	chr1	48914846	48915871	LINE
397	chr1	48928631	48929086	SINE
398	chr1	48937129	48937630	SINE
399	chr1	48938911	48941172	LINE
400	chr1	48943482	48944822	LINE
401	chr1	48945388	48946027	SINE
402	chr1	48946881	48947801	LINE
403	chr1	48948332	48949094	LINE
404	chr1	48950434	48951547	LINE
405	chr1	48952615	48953173	LINE
406	chr1	48954478	48955110	SINE
407	chr1	48955786	48956420	unrepeat
408	chr1	48957234	48957745	LINE
409	chr1	48958296	48958863	LTR
410	chr1	48960851	48961300	LINE
411	chr1	48963530	48964254	LINE
412	chr1	48965759	48966480	SINE
413	chr1	48967175	48967653	Simple_repeat
414	chr1	48968279	48968802	SINE
415	chr1	48969425	48969891	SINE
416	chr1	48971201	48972222	LINE
417	chr1	48972573	48973228	SINE
418	chr1	48975570	48976019	LTR
419	chr1	48985186	48985698	LINE
420	chr1	48988689	48989238	SINE
421	chr1	48992994	48993508	LINE
422	chr1	48995069	48995528	LINE
423	chr1	48999820	49000387	LINE
424	chr1	49002712	49003161	unrepeat
425	chr1	49004053	49004896	LINE
426	chr1	49014422	49015140	SINE
427	chr1	49016985	49017478	SINE
428	chr1	49019942	49020852	SINE
429	chr1	49026938	49027387	LINE
430	chr1	49027725	49028586	LINE
431	chr1	49032147	49032608	LINE
432	chr1	49035570	49036046	LINE
433	chr1	49038102	49038605	LINE
434	chr1	49046644	49047093	unrepeat
435	chr1	49047872	49048321	unrepeat
436	chr1	49057129	49057868	LINE
437	chr1	49058969	49060090	LTR
438	chr1	49060321	49060779	unrepeat
439	chr1	49061120	49062768	LINE
440	chr1	49065127	49065989	LINE
441	chr1	49082872	49083609	LTR
442	chr1	49084108	49084923	LTR
443	chr1	49085031	49086447	LINE
444	chr1	49098235	49098801	unrepeat
445	chr1	49099632	49100081	LINE
446	chr1	49102716	49103423	SINE
447	chr1	49105275	49105724	SINE
448	chr1	49109725	49110430	LINE
449	chr1	49113274	49113839	SINE
450	chr1	49118252	49118701	LINE
451	chr1	49119508	49120171	LINE
452	chr1	49121962	49122684	OthersRepeat
453	chr1	49131732	49132251	LINE
454	chr1	49134202	49135071	LTR
455	chr1	49135561	49136010	LINE
456	chr1	49137758	49138473	LINE
457	chr1	49138836	49139425	LTR
458	chr1	49143949	49145010	LINE
459	chr1	49146551	49147000	unrepeat
460	chr1	49147761	49148457	SINE
461	chr1	49156610	49157059	unrepeat
462	chr1	49157610	49158083	LINE
463	chr1	49160331	49161439	LINE
464	chr1	49163947	49164411	unrepeat
465	chr1	49177682	49178728	LINE
466	chr1	49180759	49181670	LINE
467	chr1	49183772	49184304	LINE
468	chr1	49188025	49188475	LINE
469	chr1	49190595	49191077	unrepeat
470	chr1	49194604	49195072	SINE
471	chr1	49195438	49195934	LINE
472	chr1	49197024	49198001	LINE
473	chr1	49200164	49200613	LTR
474	chr1	49200632	49201252	LTR
475	chr1	49203704	49204341	LINE
476	chr1	49207661	49208624	SINE
477	chr1	49209833	49210675	SINE
478	chr1	49212724	49214491	LINE
479	chr1	49223324	49223773	OthersRepeat
480	chr1	49227384	49227868	unrepeat
481	chr1	49228094	49229264	LINE
482	chr1	49231315	49232692	LINE
483	chr1	49250996	49251745	LINE
484	chr1	49259443	49260055	LINE
485	chr1	49269885	49270334	LTR
486	chr1	49271192	49271642	LTR
487	chr1	49282402	49282851	LINE
488	chr1	49287527	49288670	LINE
489	chr1	49291577	49292140	LTR
490	chr1	49292320	49293321	LTR
491	chr1	49306683	49307333	SINE
492	chr1	49308298	49309007	SINE
493	chr1	49309456	49309916	SINE
494	chr1	49337170	49337804	SINE
495	chr1	49355334	49355783	LINE
496	chr1	49358971	49359420	SINE
497	chr1	49361690	49362139	LINE
498	chr1	49378790	49379239	unrepeat
499	chr1	49383348	49383872	LINE
500	chr1	49389171	49389818	SINE
501	chr1	49390937	49391589	LINE
502	chr1	49401139	49401753	LTR
503	chr1	49408259	49408925	LTR
504	chr1	49410814	49411263	LTR
505	chr1	49422619	49423091	LINE
506	chr1	49425558	49426144	SINE
507	chr1	49426177	49426682	LINE
508	chr1	49429756	49430375	SINE
509	chr1	49432952	49433692	LTR
510	chr1	49434715	49435234	LINE
511	chr1	49435553	49436062	LTR
512	chr1	49436951	49437553	SINE
513	chr1	49438021	49438470	SINE
514	chr1	49440355	49441025	LTR
515	chr1	49446356	49447385	LINE
516	chr1	49466964	49467636	SINE
517	chr1	49476853	49477393	LINE
518	chr1	49480857	49481352	LINE
519	chr1	49489196	49489645	LINE
520	chr1	49502341	49502975	LTR
521	chr1	49513918	49514410	LINE
522	chr1	49516666	49517153	Simple_repeat
523	chr1	49519604	49520320	unrepeat
524	chr1	49520489	49520947	unrepeat
525	chr1	49520958	49521462	unrepeat
526	chr1	49522216	49522717	LINE
527	chr1	49523813	49524321	SINE
528	chr1	49527766	49528907	LTR
529	chr1	49563514	49563963	LINE
530	chr1	49566376	49566937	LINE
531	chr1	49575546	49576496	LTR
532	chr1	49576526	49577086	LTR
533	chr1	49577310	49577807	LTR
534	chr1	49579280	49579765	LINE
535	chr1	49579819	49580350	LINE
536	chr1	49580358	49580904	LINE
537	chr1	49581956	49582622	unrepeat
538	chr1	49584809	49585470	SINE
539	chr1	49597039	49597488	LINE
540	chr1	49608021	49608470	LINE
541	chr1	49610291	49610752	LINE
542	chr1	49610987	49611555	LTR
543	chr1	49613030	49613657	unrepeat
544	chr1	49613823	49614330	LINE
545	chr1	49614490	49614939	LINE
546	chr1	49616055	49616529	LINE
547	chr1	49616891	49617762	LINE
548	chr1	49620346	49620795	SINE
549	chr1	49623751	49624312	LINE
550	chr1	49627988	49628680	LTR
551	chr1	49652390	49652839	LINE
552	chr1	49653544	49654026	LINE
553	chr1	49654039	49654509	LINE
554	chr1	49656005	49656454	unrepeat
555	chr1	49666801	49667387	SINE
556	chr1	49684512	49685040	unrepeat
557	chr1	49685057	49686528	LINE
558	chr1	49687299	49688420	SINE
559	chr1	49689401	49689908	LINE
560	chr1	49709909	49710380	LINE
561	chr1	49725957	49726866	LINE
562	chr1	49730052	49730548	LTR
563	chr1	49738313	49738831	LINE
564	chr1	49741931	49742433	LINE
565	chr1	49745827	49746276	Simple_repeat
566	chr1	49751600	49752056	LINE
567	chr1	49754298	49754769	LINE
568	chr1	49755598	49756403	LINE
569	chr1	49756980	49757567	LTR
570	chr1	49758026	49758597	LTR
571	chr1	49759059	49759525	unrepeat
572	chr1	49760157	49761153	LINE
573	chr1	49769983	49770561	LINE
574	chr1	49772370	49772819	LINE
575	chr1	49799348	49799797	Simple_repeat
576	chr1	49800475	49801111	LINE
577	chr1	49806736	49807231	LTR
578	chr1	49811016	49811465	unrepeat
579	chr1	49813049	49813549	LINE
580	chr1	49816044	49816499	unrepeat
581	chr1	49818999	49819464	LTR
582	chr1	49819596	49820064	LTR
583	chr1	49831243	49831734	LINE
584	chr1	49835074	49835523	LINE
585	chr1	49839675	49840227	unrepeat
586	chr1	49841249	49841698	LINE
587	chr1	49841810	49843827	LINE
588	chr1	49844702	49845424	unrepeat
589	chr1	49845937	49846954	LINE
590	chr1	49848205	49848762	LINE
591	chr1	49865002	49865733	LINE
592	chr1	49882909	49883827	LINE
593	chr1	49893349	49894415	LINE
594	chr1	49896493	49897025	LINE
595	chr1	49908927	49909866	SINE
596	chr1	49910088	49910915	LINE
597	chr1	49911364	49912492	LINE
598	chr1	49913003	49914257	LTR
599	chr1	49915183	49915971	LINE
600	chr1	49917640	49918118	LINE
601	chr1	49922069	49922545	LINE
602	chr1	49923703	49924503	LINE
603	chr1	49925791	49926469	LINE
604	chr1	49927144	49927735	LTR
605	chr1	49930966	49931539	unrepeat
606	chr1	49935142	49935699	LINE
607	chr1	49968567	49969498	LINE
608	chr1	49970504	49971322	LINE
609	chr1	49979135	49979792	SINE
610	chr1	49979892	49980357	OthersRepeat
611	chr1	49980531	49980980	unrepeat
612	chr1	49981485	49982555	SINE
613	chr1	49982707	49983156	LTR
614	chr1	49984403	49984852	LTR
615	chr1	49988380	49988967	unrepeat
616	chr1	49991898	49993285	LINE
617	chr1	49995050	49995499	LINE
618	chr1	49995741	49996462	LINE
619	chr1	50005102	50005766	LINE
620	chr1	50007359	50008208	SINE
621	chr1	50042156	50042613	LTR
622	chr1	50059343	50059792	LINE
623	chr1	50059886	50060646	OthersRepeat
624	chr1	50061110	50061559	SINE
625	chr1	50062894	50063440	LINE
626	chr1	50063716	50064236	LINE
627	chr1	50064943	50065450	unrepeat
628	chr1	50066585	50067183	unrepeat
629	chr1	50068805	50069292	SINE
630	chr1	50069482	50069984	LINE
631	chr1	50070281	50070806	SINE
632	chr1	50070832	50071355	LINE
633	chr1	50071778	50072848	SINE
634	chr1	50074765	50075957	LINE
635	chr1	50076596	50077144	LINE
636	chr1	50077466	50078697	SINE
637	chr1	50078736	50079817	LTR
638	chr1	50080058	50080519	Simple_repeat
639	chr1	50081783	50082255	LINE
640	chr1	50084639	50085535	LINE
641	chr1	50086458	50087238	Simple_repeat
642	chr1	50087301	50087779	SINE
643	chr1	50090375	50090886	LTR
644	chr1	50091306	50091779	unrepeat
645	chr1	50103623	50104072	Simple_repeat
646	chr1	50125109	50125558	SINE
647	chr1	50139632	50140334	unrepeat
648	chr1	50181278	50182204	SINE
649	chr1	50183010	50183459	unrepeat
650	chr1	50186286	50186942	unrepeat
651	chr1	50188634	50189089	LINE
652	chr1	50230257	50231162	LINE
653	chr1	50232019	50232925	LINE
654	chr1	50234977	50235459	LTR
655	chr1	50235651	50236596	LTR
656	chr1	50260554	50261148	LINE
657	chr1	50889674	50890705	LINE
658	chr1	50892941	50894476	LINE
659	chr1	50896838	50897388	LINE
660	chr1	50910667	50911532	SINE
661	chr1	50924858	50925745	LINE
662	chr1	50926116	50926565	LINE
663	chr1	52537413	52537924	SINE
664	chr1	53095113	53095820	unrepeat
665	chr1	53096552	53097418	unrepeat
666	chr1	53097713	53099184	Simple_repeat
667	chr1	53099772	53102080	Simple_repeat
668	chr1	55620419	55621005	LTR
669	chr1	55634450	55634957	unrepeat
670	chr1	55638124	55638621	Simple_repeat
671	chr1	55653269	55653755	SINE
672	chr1	55683171	55683663	LINE
673	chr1	55690503	55690963	unrepeat
674	chr1	55708790	55709314	SINE
675	chr1	55720939	55721551	SINE
676	chr1	55721685	55722404	SINE
677	chr1	55782879	55783557	unrepeat
678	chr1	55787313	55787818	unrepeat
679	chr1	55793799	55794707	LTR
680	chr1	55804387	55804859	LTR
681	chr1	55807437	55807962	SINE
682	chr1	55817888	55818382	LINE
683	chr1	55827864	55828536	SINE
684	chr1	55833301	55834066	unrepeat
685	chr1	55839374	55839903	LINE
686	chr1	55855412	55855937	LTR
687	chr1	55856693	55857142	unrepeat
688	chr1	55871364	55871821	unrepeat
689	chr1	55876210	55876733	LTR
690	chr1	55881984	55882626	LTR
691	chr1	55928440	55928889	Simple_repeat
692	chr1	55929614	55930074	LTR
693	chr1	55933387	55934201	LTR
694	chr1	55937474	55938006	Simple_repeat
695	chr1	55961346	55961825	unrepeat
696	chr1	55965908	55966651	unrepeat
697	chr1	55971456	55972012	LINE
698	chr1	55974329	55975092	LINE
699	chr1	55993946	55994447	SINE
700	chr1	55997454	55998156	LINE
701	chr1	56040254	56041112	LTR
702	chr1	56059544	56060421	SINE
703	chr1	56063009	56063660	LTR
704	chr1	56073332	56073781	SINE
705	chr1	56142822	56143271	LTR
706	chr1	56194110	56194897	SINE
707	chr1	56197397	56197890	SINE
708	chr1	56200234	56200693	unrepeat
709	chr1	56204826	56205275	SINE
710	chr1	56223838	56224614	LTR
711	chr1	56228395	56228844	SINE
712	chr1	56229970	56230419	SINE
713	chr1	56255010	56255649	LINE
714	chr1	56265432	56265881	unrepeat
715	chr1	56286649	56287098	unrepeat
716	chr1	56305173	56305896	SINE
717	chr1	56311527	56311976	LINE
718	chr1	60077964	60078455	unrepeat
719	chr1	60163435	60164010	SINE
720	chr1	60169645	60170109	SINE
721	chr1	60170334	60170808	LINE
722	chr1	60323212	60323661	LINE
723	chr1	60327296	60327755	LINE
724	chr1	60353795	60354416	unrepeat
725	chr1	60355574	60356167	LINE
726	chr1	60370488	60370937	unrepeat
727	chr1	60374871	60375423	unrepeat
728	chr1	60426569	60427466	LINE
729	chr1	60431010	60431463	LTR
730	chr1	60437056	60437902	LINE
731	chr1	60454296	60455097	LINE
732	chr1	60961584	60962036	SINE
733	chr1	60964946	60965875	LTR
734	chr1	65451209	65451757	LINE
735	chr1	65454041	65454565	LINE
736	chr1	65460418	65461195	SINE
737	chr1	65464225	65464679	LINE
738	chr1	65545793	65546534	LINE
739	chr1	65548951	65549689	LINE
740	chr1	65549961	65551602	unrepeat
741	chr1	65552316	65552799	LINE
742	chr1	65553552	65554662	LINE
743	chr1	65555076	65555525	unrepeat
744	chr1	65555544	65556147	LINE
