bin_pos	Sum_Signal	repeat_percentage
chr1-66030000-66035000	13	0.0416
chr1-66095000-66100000	13	0.0828
chr1-66275000-66280000	4	0.0088
chr1-66280000-66285000	66	0.235
chr1-66295000-66300000	31	0.1372
chr1-66300000-66305000	11	0.047
chr1-66325000-66330000	39	0.1792
chr1-66335000-66340000	54	0.1436
chr1-66345000-66350000	15	0.1238
chr1-66370000-66375000	21	0.0966
chr1-66375000-66380000	11	0.04
chr1-66380000-66385000	53	0.23
chr1-66390000-66395000	16	0.0956
chr1-66395000-66400000	134	0.524
chr1-66400000-66405000	119	0.3
chr1-66410000-66415000	13	0.4518
chr1-66420000-66425000	71	0.9636
chr1-66425000-66430000	20	0.1576
chr1-66435000-66440000	39	0.2408
chr1-66440000-66445000	34	0.1878
chr1-66645000-66650000	29	0.2774
chr1-66920000-66925000	35	0.2258
chr1-66925000-66930000	8	0.0096
chr1-66930000-66935000	4	0.0072
chr1-67005000-67010000	7	0.042
chr1-67210000-67215000	5	0.0516
chr1-67215000-67220000	5	0.0448
chr1-67730000-67735000	23	0.0686
chr1-67750000-67755000	13	0.0902
chr1-67755000-67760000	64	0.3868
chr1-67760000-67765000	20	0.0472
chr1-68110000-68115000	7	0.0256
chr1-68115000-68120000	6	0.0168
chr1-68175000-68180000	54	0.1664
chr1-68480000-68485000	15	0.0548
chr1-68490000-68495000	36	0.1944
chr1-68495000-68500000	59	0.166
chr1-68670000-68675000	10	0.0842
chr1-68675000-68680000	22	0.2216
chr1-68755000-68760000	34	0.3806
chr1-68835000-68840000	7	0.0368
chr1-69040000-69045000	14	0.3458
chr1-69055000-69060000	31	0.1858
chr1-69140000-69145000	17	0.0278
chr1-69145000-69150000	9	0.032
chr1-69200000-69205000	7	0.0752
chr1-69310000-69315000	34	0.5004
chr1-69315000-69320000	96	1
chr1-69330000-69335000	20	0.328
chr1-69470000-69475000	21	0.2842
chr1-69965000-69970000	26	0.4496
chr1-70205000-70210000	9	0.0496
chr1-70220000-70225000	6	0.0104
chr1-70350000-70355000	36	0.1212
chr1-70355000-70360000	66	0.364
chr1-70360000-70365000	20	0.122
chr1-70370000-70375000	22	0.0984
chr1-70410000-70415000	33	0.1468
chr1-70460000-70465000	28	0.2798
chr1-70505000-70510000	8	0.0324
chr1-70510000-70515000	11	0.0652
chr1-70515000-70520000	38	0.3896
chr1-70575000-70580000	19	0.1556
chr1-70805000-70810000	40	0.3932
chr1-70825000-70830000	11	0.0692
chr1-71090000-71095000	13	0.0692
chr1-71095000-71100000	8	0.0708
chr1-71150000-71155000	15	0.1232
chr1-71155000-71160000	26	0.2168
chr1-71170000-71175000	19	0.1498
chr1-71240000-71245000	40	0.1868
chr1-71270000-71275000	20	0.2014
chr1-71365000-71370000	8	0.0396
chr1-71410000-71415000	7	0.0336
chr1-71435000-71440000	9	0.0612
chr1-71470000-71475000	11	0.0462
chr1-71475000-71480000	16	0.119
chr1-71480000-71485000	19	0.0288
chr1-71490000-71495000	14	0.133
chr1-71505000-71510000	56	0.884
chr1-71570000-71575000	11	0.0946
chr1-71580000-71585000	16	0.2232
chr1-71645000-71650000	20	0.0886
chr1-71650000-71655000	13	0.0606
chr1-71695000-71700000	4	0.0236
chr1-71750000-71755000	12	0.1026
chr1-71775000-71780000	32	0.1932
chr1-71935000-71940000	10	0.0716
chr1-71940000-71945000	10	0.0268
chr1-72180000-72185000	26	0.163
chr1-72185000-72190000	9	0.0532
chr1-72370000-72375000	8	0.0442
chr1-72430000-72435000	55	0.3718
chr1-72445000-72450000	18	0.1956
chr1-72450000-72455000	17	0.0784
chr1-72520000-72525000	9	0.0572
chr1-72535000-72540000	17	0.17
chr1-72665000-72670000	11	0.0592
chr1-72780000-72785000	21	0.1198
chr1-72805000-72810000	34	0.5796
chr1-73090000-73095000	36	0.6166
chr1-73095000-73100000	23	0.1
chr1-73100000-73105000	8	0.056
chr1-73185000-73190000	8	0.1554
chr1-73205000-73210000	112	1
chr1-73225000-73230000	14	0.2214
chr1-73235000-73240000	18	0.2472
chr1-73295000-73300000	8	0.0762
chr1-73300000-73305000	12	0.0884
chr1-73325000-73330000	70	0.736
chr1-73340000-73345000	33	0.3782
chr1-73370000-73375000	7	0.0344
chr1-73400000-73405000	7	0.0332
chr1-73405000-73410000	19	0.2116
chr1-73410000-73415000	7	0.0496
chr1-73415000-73420000	10	0.0526
chr1-73435000-73440000	94	0.5972
chr1-73445000-73450000	33	0.4012
chr1-73465000-73470000	18	0.1628
chr1-73500000-73505000	4	0.007
chr1-73720000-73725000	50	0.876
chr1-73785000-73790000	120	0.624
chr1-73795000-73800000	4	0.0094
chr1-73800000-73805000	2	0.0032
chr1-73855000-73860000	8	0.0252
chr1-73880000-73885000	19	0.0896
chr1-73910000-73915000	37	0.3926
chr1-73980000-73985000	80	0.7436
chr1-74010000-74015000	52	0.4972
chr1-74015000-74020000	16	0.385
chr1-74035000-74040000	32	0.4682
chr1-74070000-74075000	19	0.097
chr1-74090000-74095000	23	0.3472
chr1-74245000-74250000	23	0.2828
chr1-74315000-74320000	41	0.331
chr1-74335000-74340000	11	0.1392
chr1-74395000-74400000	92	0.926
chr1-74455000-74460000	12	0.0502
chr1-74510000-74515000	6	0.0732
chr1-74535000-74540000	16	0.1182
chr1-74545000-74550000	10	0.054
chr1-74635000-74640000	25	0.1516
chr1-74650000-74655000	262	0.6636
chr1-74665000-74670000	14	0.0752
chr1-74690000-74695000	13	0.0526
chr1-74725000-74730000	80	0.794
chr1-74730000-74735000	48	0.204
chr1-74745000-74750000	56	0.34
chr1-74865000-74870000	16	0.1462
chr1-74870000-74875000	19	0.1806
chr1-74910000-74915000	28	0.323
chr1-74990000-74995000	7	0.0288
chr1-74995000-75000000	3	0.001
chr1-75090000-75095000	19	0.155
chr1-75400000-75405000	7	0.0824
chr1-75485000-75490000	19	0.1328
chr1-75500000-75505000	9	0.0616
chr1-75650000-75655000	17	0.1354
chr1-75670000-75675000	40	0.4824
chr1-75685000-75690000	6	0.0834
chr1-75690000-75695000	17	0.0902
chr1-75720000-75725000	62	0.2948
chr1-75725000-75730000	31	0.1504
chr1-75780000-75785000	44	0.2094
chr1-75785000-75790000	31	0.194
chr1-75930000-75935000	27	0.1226
chr1-75935000-75940000	9	0.1082
chr1-75975000-75980000	15	0.0594
chr1-75980000-75985000	17	0.2032
chr1-75985000-75990000	32	0.1278
chr1-75990000-75995000	8	0.0208
chr1-76005000-76010000	8	0.0734
chr1-76125000-76130000	24	0.1592
chr1-76140000-76145000	13	0.051
chr1-76190000-76195000	20	0.087
chr1-76295000-76300000	6	0.021
chr1-76605000-76610000	22	0.2084
chr1-76670000-76675000	14	0.0694
chr1-76690000-76695000	32	0.5108
chr1-76700000-76705000	15	0.066
chr1-76840000-76845000	17	0.1154
chr1-76845000-76850000	12	0.0692
chr1-76855000-76860000	30	0.1584
chr1-76875000-76880000	56	1
chr1-76905000-76910000	10	0.1124
chr1-76925000-76930000	31	0.141
chr1-76930000-76935000	7	0.1094
chr1-76935000-76940000	70	0.2364
chr1-76940000-76945000	96	0.4656
chr1-76945000-76950000	52	0.211
chr1-77010000-77015000	25	0.0904
chr1-77095000-77100000	11	0.0996
chr1-77170000-77175000	10	0.1754
chr1-77220000-77225000	32	0.3736
chr1-77645000-77650000	8	0.082
chr1-77975000-77980000	4	0.0066
chr1-78055000-78060000	14	0.1098
chr1-78150000-78155000	22	0.1798
chr1-78325000-78330000	17	0.1642
chr1-78370000-78375000	46	0.2756
chr1-78375000-78380000	7	0.033
chr1-78525000-78530000	36	0.3296
chr1-78615000-78620000	24	0.0822
chr1-78620000-78625000	104	0.6452
chr1-78755000-78760000	30	0.2152
chr1-78830000-78835000	31	0.2086
chr1-78855000-78860000	26	0.1804
chr1-78965000-78970000	13	0.247
chr1-78970000-78975000	20	0.2554
chr1-79035000-79040000	28	0.3212
chr1-79045000-79050000	18	0.0676
chr1-79070000-79075000	11	0.149
chr1-79140000-79145000	11	0.0816
chr1-79175000-79180000	29	0.1414
chr1-79440000-79445000	16	0.0544
chr1-79690000-79695000	52	0.4364
chr1-79705000-79710000	10	0.061
chr1-79710000-79715000	65	0.2582
chr1-79775000-79780000	14	0.0904
chr1-79875000-79880000	44	0.9992
chr1-79880000-79885000	28	0.6096
chr1-79900000-79905000	8	0.0614
chr1-79905000-79910000	29	0.32
chr1-79995000-80000000	11	0.0564
chr1-80125000-80130000	34	0.5276
chr1-80200000-80205000	26	0.3304
chr1-80230000-80235000	6	0.0588
chr1-80355000-80360000	31	0.097
chr1-80505000-80510000	17	0.1222
chr1-80625000-80630000	18	0.2018
chr1-80630000-80635000	30	0.211
chr1-80635000-80640000	156	1
chr1-80640000-80645000	38	0.1856
chr1-80650000-80655000	13	0.1372
chr1-80655000-80660000	7	0.041
chr1-80775000-80780000	44	0.4406
chr1-80915000-80920000	14	0.0854
chr1-80935000-80940000	21	0.6444
chr1-81175000-81180000	28	0.2294
chr1-81290000-81295000	6	0.0194
chr1-81300000-81305000	7	0.039
chr1-81595000-81600000	79	0.2316
chr1-81600000-81605000	166	0.532
chr1-81605000-81610000	42	0.1884
chr1-81610000-81615000	17	0.087
chr1-81615000-81620000	18	0.1102
chr1-81640000-81645000	12	0.1764
chr1-81680000-81685000	15	0.0626
chr1-81700000-81705000	8	0.0248
chr1-81820000-81825000	4	0.0608
chr1-81880000-81885000	17	0.0594
chr1-82020000-82025000	19	0.1594
chr1-82095000-82100000	1	0.0326
chr1-82115000-82120000	12	0.1008
chr1-82140000-82145000	16	0.1116
chr1-82145000-82150000	11	0.021
chr1-82155000-82160000	15	0.0726
chr1-82220000-82225000	6	0.0164
chr1-82225000-82230000	10	0.0816
chr1-82255000-82260000	6	0.0482
chr1-82290000-82295000	11	0.0664
chr1-82300000-82305000	18	0.1452
chr1-82330000-82335000	13	0.0566
chr1-82350000-82355000	22	0.2276
chr1-82760000-82765000	5	0.0308
chr1-83095000-83100000	9	0.0232
chr1-83500000-83505000	21	0.1488
chr1-83510000-83515000	11	0.0394
chr1-83515000-83520000	68	0.3296
chr1-83520000-83525000	26	0.08
chr1-83530000-83535000	5	0.0082
chr1-83545000-83550000	11	0.0966
chr1-83580000-83585000	25	0.1954
chr1-83590000-83595000	60	0.9664
chr1-83655000-83660000	8	0.0674
chr1-84075000-84080000	7	0.0058
chr1-84220000-84225000	20	0.2664
chr1-84225000-84230000	20	0.1964
chr1-84290000-84295000	20	0.1562
chr1-84345000-84350000	4	0.0078
chr1-84385000-84390000	22	0.0862
chr1-84475000-84480000	4	0.002
chr1-84480000-84485000	7	0.0186
chr1-84505000-84510000	12	0.012
chr1-84570000-84575000	14	0.0476
chr1-84575000-84580000	2	0.0072
chr1-84680000-84685000	18	0.0958
chr1-84685000-84690000	28	0.0824
chr1-84690000-84695000	84	0.5732
chr1-84845000-84850000	7	0.0138
chr1-84850000-84855000	13	0.1078
chr1-84965000-84970000	35	0.1888
chr1-84970000-84975000	28	0.255
chr1-84975000-84980000	14	0.297
chr1-84995000-85000000	2	0.0096
chr1-85275000-85280000	33	0.1124
chr1-85285000-85290000	18	0.1098
chr1-85700000-85705000	4	0.0082
chr1-85705000-85710000	78	0.4044
chr1-85830000-85835000	11	0.05
chr1-85975000-85980000	40	0.8734
chr1-86015000-86020000	7	0.0062
chr1-86375000-86380000	26	0.3932
chr1-86410000-86415000	44	0.9212
chr1-86910000-86915000	30	0.1896
chr1-87505000-87510000	11	0.078
chr1-87820000-87825000	3	0.011
chr1-88145000-88150000	16	0.1348
chr1-88160000-88165000	11	0.0758
chr1-88305000-88310000	8	0.0402
chr1-88395000-88400000	33	0.2802
chr1-88990000-88995000	8	0.0056
chr1-89625000-89630000	16	0.1376
chr1-89665000-89670000	18	0.1444
chr1-89670000-89675000	22	0.1416
chr1-90435000-90440000	7	0.0508
chr1-90505000-90510000	9	0.0396
chr1-92500000-92505000	6	0.011
chr1-92585000-92590000	19	0.0968
chr1-92975000-92980000	10	0.0862
chr1-93695000-93700000	17	0.0594
chr1-93700000-93705000	129	0.6096
chr1-93705000-93710000	6	0.0468
chr1-93710000-93715000	5	0.0344
chr1-93810000-93815000	15	0.0258
chr1-94950000-94955000	5	0.009
chr1-95025000-95030000	19	0.1254
chr1-95075000-95080000	21	0.12
chr1-95230000-95235000	9	0.0204
chr1-95625000-95630000	18	0.1264
chr1-95740000-95745000	44	0.627
chr1-95750000-95755000	44	0.4416
chr1-95760000-95765000	28	0.3168
chr1-95875000-95880000	11	0.0802
chr1-96735000-96740000	20	0.1168
chr1-96760000-96765000	10	0.0964
chr1-96820000-96825000	6	0.1104
chr1-96985000-96990000	7	0.0578
chr1-97440000-97445000	22	0.4168
chr1-97460000-97465000	23	0.2066
chr1-97760000-97765000	23	0.2952
chr1-98495000-98500000	14	0.1034
chr1-98515000-98520000	55	0.844
chr1-98675000-98680000	17	0.092
chr1-98720000-98725000	13	0.0674
chr1-98735000-98740000	9	0.034
chr1-98770000-98775000	20	0.2218
chr1-98870000-98875000	14	0.0598
chr1-98890000-98895000	6	0.01
chr1-98895000-98900000	14	0.0876
chr1-98910000-98915000	13	0.0716
chr1-99105000-99110000	36	0.395
chr1-99290000-99295000	20	0.3854
chr1-99525000-99530000	16	0.1208
chr1-99705000-99710000	6	0.0596
chr1-100035000-100040000	5	0.0192
chr1-100350000-100355000	5	0.0122
chr1-100895000-100900000	3	0.0048
chr1-101175000-101180000	15	0.0764
chr1-101235000-101240000	5	0.0038
chr1-101305000-101310000	30	0.1648
chr1-101310000-101315000	44	0.158
chr1-101355000-101360000	56	0.3496
chr1-101370000-101375000	5	0.0106
chr1-101385000-101390000	29	0.136
chr1-101400000-101405000	23	0.1714
chr1-101405000-101410000	16	0.1006
chr1-101410000-101415000	82	0.9528
chr1-101420000-101425000	14	0.0926
chr1-101430000-101435000	86	0.6692
chr1-101445000-101450000	19	0.2768
chr1-101450000-101455000	22	0.162
chr1-101505000-101510000	11	0.103
chr1-101750000-101755000	10	0.2172
chr1-102160000-102165000	11	0.0654
chr1-102165000-102170000	18	0.1484
chr1-102180000-102185000	10	0.0274
chr1-102190000-102195000	8	0.0594
chr1-102235000-102240000	8	0.018
chr1-102365000-102370000	27	0.3238
chr1-102395000-102400000	13	0.1156
chr1-102435000-102440000	56	0.5778
chr1-102675000-102680000	24	0.252
chr1-102685000-102690000	12	0.1316
chr1-102865000-102870000	14	0.1428
chr1-103085000-103090000	7	0.0518
chr1-103325000-103330000	26	0.542
chr1-103515000-103520000	6	0.0714
chr1-103520000-103525000	160	1
chr1-103525000-103530000	10	0.0482
chr1-103530000-103535000	31	0.1656
chr1-103780000-103785000	17	0.0802
chr1-103790000-103795000	13	0.0708
chr1-103810000-103815000	20	0.046
chr1-103940000-103945000	10	0.0238
chr1-103955000-103960000	16	0.0766
chr1-103960000-103965000	21	0.2736
chr1-104045000-104050000	36	0.6074
chr1-104055000-104060000	43	0.3928
chr1-104080000-104085000	38	0.1592
chr1-104085000-104090000	7	0.0138
chr1-104105000-104110000	39	0.1434
chr1-104450000-104455000	19	0.299
chr1-104460000-104465000	54	0.955
chr1-104465000-104470000	136	1
chr1-104485000-104490000	16	0.1468
chr1-104490000-104495000	13	0.332
chr1-104555000-104560000	42	0.7172
chr1-104590000-104595000	15	0.0748
chr1-104655000-104660000	38	0.6108
chr1-104700000-104705000	14	0.0824
chr1-104705000-104710000	62	0.4452
chr1-104710000-104715000	7	0.0462
chr1-104735000-104740000	28	0.4268
chr1-104755000-104760000	40	0.2212
chr1-104760000-104765000	26	0.2074
chr1-104765000-104770000	138	0.4372
chr1-104895000-104900000	7	0.0502
chr1-104900000-104905000	25	0.3206
chr1-104925000-104930000	13	0.123
chr1-104930000-104935000	47	0.358
chr1-104945000-104950000	46	0.404
chr1-104950000-104955000	9	0.0546
chr1-105005000-105010000	31	0.2472
chr1-105025000-105030000	42	0.7146
chr1-105060000-105065000	16	0.3304
chr1-105070000-105075000	36	0.335
chr1-105205000-105210000	29	0.3216
chr1-105300000-105305000	42	0.4774
chr1-105440000-105445000	24	0.446
chr1-105460000-105465000	6	0.0356
chr1-105595000-105600000	28	0.3794
chr1-105620000-105625000	26	0.476
chr1-105630000-105635000	26	0.074
chr1-105800000-105805000	28	0.3254
chr1-105850000-105855000	16	0.1934
chr1-106120000-106125000	20	0.2938
chr1-106180000-106185000	22	0.1484
chr1-106710000-106715000	24	0.1972
chr1-106945000-106950000	13	0.1008
chr1-106965000-106970000	5	0.021
chr1-106980000-106985000	6	0.0222
chr1-106990000-106995000	24	0.646
chr1-106995000-107000000	43	0.2648
chr1-107005000-107010000	18	0.1538
chr1-107440000-107445000	30	0.2384
chr1-107445000-107450000	54	0.2168
chr1-107450000-107455000	30	0.1682
chr1-107510000-107515000	10	0.0892
chr1-107920000-107925000	8	0.0744
chr1-108040000-108045000	9	0.026
chr1-108555000-108560000	17	0.1414
chr1-108560000-108565000	10	0.0866
chr1-110870000-110875000	9	0.029
chr1-111220000-111225000	5	0.0234
chr1-114700000-114705000	5	0.055
chr1-115095000-115100000	16	0.1462
chr1-116160000-116165000	5	0.0084
chr1-116555000-116560000	30	0.1812
chr1-116735000-116740000	15	0.0818
chr1-116770000-116775000	92	0.32
chr1-116825000-116830000	98	0.3644
chr1-118910000-118915000	6	0.0124
chr1-118915000-118920000	62	0.3272
chr1-125180000-125185000	6	0.009
chr1-146035000-146040000	5	0.0148
chr1-150160000-150165000	32	0.18
chr1-152905000-152910000	5	0.032
chr1-156100000-156105000	8	0.0136
chr1-156485000-156490000	13	0.0506
chr1-156495000-156500000	1	0.0168
chr1-158280000-158285000	25	0.2086
chr1-158285000-158290000	39	0.1616
chr1-158825000-158830000	68	0.7304
chr1-158830000-158835000	8	0.0432
chr1-158930000-158935000	19	0.0748
chr1-159065000-159070000	30	0.222
chr1-159075000-159080000	15	0.0878
chr1-159825000-159830000	12	0.1666
chr1-159860000-159865000	6	0.0078
chr1-159910000-159915000	10	0.0186
chr1-159955000-159960000	12	0.061
chr1-160555000-160560000	18	0.449
chr1-160605000-160610000	16	0.3802
chr1-160640000-160645000	18	0.0588
chr1-160785000-160790000	8	0.014
chr1-160790000-160795000	2	0.0344
chr1-163320000-163325000	16	0.0734
chr1-163485000-163490000	12	0.1542
chr1-163765000-163770000	14	0.0966
chr1-163910000-163915000	26	0.5422
chr1-163945000-163950000	7	0.0698
chr1-164015000-164020000	24	0.5582
chr1-164205000-164210000	28	0.5826
chr1-164550000-164555000	11	0.0866
chr1-164590000-164595000	6	0.0268
chr1-165630000-165635000	12	0.0058
chr1-165875000-165880000	24	0.1504
chr1-166085000-166090000	15	0.0364
chr1-166170000-166175000	32	0.102
chr1-166235000-166240000	35	0.5762
chr1-167630000-167635000	11	0.0606
chr1-168510000-168515000	56	0.2416
chr1-170530000-170535000	8	0.0066
chr1-170560000-170565000	17	0.0842
chr1-171615000-171620000	13	0.0862
chr1-172335000-172340000	5	0.0174
chr1-172340000-172345000	7	0.0284
chr1-172355000-172360000	38	0.3376
chr1-172360000-172365000	14	0.0844
chr1-173240000-173245000	22	0.1034
chr1-173245000-173250000	8	0.055
chr1-176205000-176210000	26	0.1054
chr1-177645000-177650000	25	0.117
chr1-177665000-177670000	5	0.0418
chr1-177800000-177805000	28	0.3888
chr1-177805000-177810000	14	0.112
chr1-177845000-177850000	17	0.1482
chr1-178055000-178060000	23	0.1098
chr1-178065000-178070000	16	0.1552
chr1-178170000-178175000	11	0.1014
chr1-178580000-178585000	7	0.06
chr1-178605000-178610000	11	0.0182
chr1-180905000-180910000	16	0.1332
chr1-181130000-181135000	32	0.154
chr1-181485000-181490000	5	0.0446
chr1-181510000-181515000	12	0.0286
chr1-182025000-182030000	16	0.127
chr1-182610000-182615000	54	0.4456
chr1-182615000-182620000	20	0.1218
chr1-184160000-184165000	11	0.0912
chr1-184680000-184685000	3	0.0194
chr1-184755000-184760000	30	0.2604
chr1-184865000-184870000	26	0.0876
chr1-184880000-184885000	26	0.1698
chr1-184890000-184895000	7	0.0242
chr1-185015000-185020000	18	0.0726
chr1-185160000-185165000	11	0.059
chr1-185315000-185320000	17	0.0382
chr1-185320000-185325000	21	0.041
chr1-185335000-185340000	30	0.1512
chr1-185340000-185345000	40	0.2332
chr1-185345000-185350000	46	0.412
chr1-185350000-185355000	8	0.0164
chr1-185480000-185485000	13	0.1442
chr1-185940000-185945000	16	0.1022
chr1-186080000-186085000	10	0.0644
chr1-186085000-186090000	27	0.1704
chr1-186220000-186225000	32	0.184
chr1-186475000-186480000	14	0.0872
chr1-186510000-186515000	81	0.6678
chr1-186515000-186520000	21	0.088
chr1-186530000-186535000	62	0.5324
chr1-186625000-186630000	14	0.0612
chr1-187075000-187080000	15	0.1266
chr1-187150000-187155000	42	0.5476
chr1-187155000-187160000	66	0.7636
chr1-187175000-187180000	15	0.075
chr1-187185000-187190000	12	0.0776
chr1-187205000-187210000	10	0.0508
chr1-187360000-187365000	18	0.0994
chr1-187445000-187450000	15	0.0548
chr1-187460000-187465000	15	0.092
chr1-187475000-187480000	9	0.0646
chr1-187480000-187485000	10	0.0542
chr1-187505000-187510000	20	0.1768
chr1-187540000-187545000	2	0.007
chr1-187545000-187550000	12	0.058
chr1-187635000-187640000	42	0.5616
chr1-187740000-187745000	18	0.2196
chr1-187770000-187775000	21	0.1258
chr1-187780000-187785000	28	0.2288
chr1-187865000-187870000	24	0.218
chr1-187890000-187895000	26	0.1366
chr1-187895000-187900000	16	0.0874
chr1-187915000-187920000	28	0.1196
chr1-187920000-187925000	25	0.0414
chr1-187930000-187935000	11	0.0564
chr1-187935000-187940000	16	0.0542
chr1-187940000-187945000	68	0.37
chr1-187945000-187950000	48	0.3796
chr1-187960000-187965000	34	0.1184
chr1-187980000-187985000	40	0.221
chr1-187985000-187990000	56	0.1582
chr1-187990000-187995000	13	0.0396
chr1-187995000-188000000	29	0.1528
chr1-188010000-188015000	52	0.4708
chr1-188015000-188020000	16	0.091
chr1-188020000-188025000	19	0.1132
chr1-188035000-188040000	53	0.3774
chr1-188060000-188065000	27	0.3602
chr1-188070000-188075000	36	0.4982
chr1-188095000-188100000	31	0.1706
chr1-188120000-188125000	64	0.43
chr1-188125000-188130000	72	0.526
chr1-188130000-188135000	25	0.1694
chr1-188135000-188140000	18	0.1028
chr1-188190000-188195000	5	0.0434
chr1-188195000-188200000	25	0.1346
chr1-188205000-188210000	9	0.0186
chr1-188215000-188220000	5	0.004
chr1-188240000-188245000	18	0.2182
chr1-188270000-188275000	26	0.1972
chr1-188280000-188285000	76	0.584
chr1-188290000-188295000	34	0.5114
chr1-188335000-188340000	38	0.9108
chr1-188345000-188350000	26	0.2632
chr1-188350000-188355000	11	0.08
chr1-188355000-188360000	168	1
chr1-188365000-188370000	13	0.115
chr1-188465000-188470000	23	0.231
chr1-188475000-188480000	18	0.1764
chr1-188545000-188550000	12	0.082
chr1-188640000-188645000	14	0.167
chr1-188665000-188670000	39	0.4716
chr1-188685000-188690000	38	0.4376
chr1-188700000-188705000	122	1
chr1-188730000-188735000	38	0.4498
chr1-188750000-188755000	16	0.151
chr1-188765000-188770000	25	0.2796
chr1-188810000-188815000	20	0.2784
chr1-188840000-188845000	28	0.2956
chr1-189020000-189025000	23	0.1066
chr1-189120000-189125000	19	0.0908
chr1-189130000-189135000	10	0.0188
chr1-189170000-189175000	42	0.7168
chr1-189235000-189240000	34	0.47
chr1-189250000-189255000	20	0.193
chr1-189265000-189270000	22	0.1974
chr1-189335000-189340000	37	0.3324
chr1-189485000-189490000	25	0.2194
chr1-189490000-189495000	6	0.0642
chr1-189510000-189515000	11	0.0632
chr1-189560000-189565000	29	0.2014
chr1-189580000-189585000	22	0.1172
chr1-189600000-189605000	8	0.0768
chr1-189690000-189695000	34	0.2232
chr1-189855000-189860000	7	0.051
chr1-189860000-189865000	9	0.02
chr1-190020000-190025000	20	0.1712
chr1-190045000-190050000	13	0.065
chr1-190050000-190055000	10	0.055
chr1-190065000-190070000	6	0.0156
chr1-190070000-190075000	27	0.2108
chr1-190110000-190115000	12	0.0416
chr1-190205000-190210000	16	0.0562
chr1-190330000-190335000	18	0.2372
chr1-190335000-190340000	12	0.1164
chr1-190405000-190410000	18	0.0626
chr1-190525000-190530000	9	0.0556
chr1-190590000-190595000	22	0.2442
chr1-190600000-190605000	15	0.0826
chr1-190630000-190635000	20	0.1322
chr1-190635000-190640000	14	0.1626
chr1-190645000-190650000	18	0.1466
chr1-190665000-190670000	12	0.0822
chr1-190670000-190675000	78	1
chr1-190690000-190695000	13	0.1542
chr1-190695000-190700000	32	0.3152
chr1-190720000-190725000	18	0.6242
chr1-190810000-190815000	41	0.8178
