bin_pos	Sum_Signal	repeat_percentage
chr1-5300000-5305000	14	0.166
chr1-5305000-5310000	8	0.2426
chr1-5325000-5330000	20	0.3112
chr1-5330000-5335000	10	0.1532
chr1-5335000-5340000	3	0.1864
chr1-5340000-5345000	8	0.145
chr1-5350000-5355000	2	0.0202
chr1-5395000-5400000	6	0.0946
chr1-5405000-5410000	5	0.1106
chr1-5410000-5415000	14	0.3548
chr1-5415000-5420000	5	0.1556
chr1-5425000-5430000	5	0.2404
chr1-5525000-5530000	9	0.1834
chr1-5560000-5565000	1	0.0184
chr1-5565000-5570000	16	0.5164
chr1-5570000-5575000	12	0.412
chr1-5595000-5600000	1	0.0736
chr1-5670000-5675000	36	0.6174
chr1-5675000-5680000	12	0.2392
chr1-5680000-5685000	1	0.0278
chr1-8735000-8740000	2	0.2232
chr1-12055000-12060000	10	0.2304
chr1-12715000-12720000	4	0.1114
chr1-12720000-12725000	7	0.2008
chr1-13225000-13230000	4	0.1104
chr1-13230000-13235000	4	0.0702
chr1-14170000-14175000	5	0.0566
chr1-14185000-14190000	7	0.1296
chr1-14215000-14220000	22	0.6142
chr1-14220000-14225000	1	0.0196
chr1-14245000-14250000	9	0.2512
chr1-14735000-14740000	3	0.0634
chr1-16455000-16460000	2	0.1014
chr1-16990000-16995000	3	0.0572
chr1-18515000-18520000	6	0.2514
chr1-23635000-23640000	1	0.0122
chr1-24910000-24915000	7	0.0338
chr1-24955000-24960000	6	0.105
chr1-24985000-24990000	4	0.148
chr1-25020000-25025000	14	0.2888
chr1-25025000-25030000	6	0.1836
chr1-25030000-25035000	6	0.297
chr1-26790000-26795000	5	0.2768
chr1-27630000-27635000	2	0.1086
chr1-30735000-30740000	8	0.2656
chr1-30740000-30745000	22	0.3472
chr1-30745000-30750000	9	0.2894
chr1-30750000-30755000	10	0.124
chr1-30755000-30760000	4	0.095
chr1-30760000-30765000	7	0.1222
chr1-30765000-30770000	3	0.069
chr1-30770000-30775000	1	0.054
chr1-31460000-31465000	20	1
chr1-31465000-31470000	14	0.3368
chr1-31505000-31510000	2	0.1252
chr1-31685000-31690000	7	0.0698
chr1-33640000-33645000	2	0.062
chr1-34060000-34065000	5	0.3094
chr1-34325000-34330000	5	0.2562
chr1-34625000-34630000	7	0.2452
chr1-34670000-34675000	5	0.2772
chr1-37055000-37060000	2	0.0644
chr1-38660000-38665000	4	0.1958
chr1-40380000-40385000	4	0.0598
chr1-42935000-42940000	1	0.0612
chr1-44600000-44605000	7	0.4024
chr1-46795000-46800000	4	0.0542
chr1-46800000-46805000	13	0.3486
chr1-46805000-46810000	15	0.3304
chr1-46810000-46815000	3	0.0884
chr1-46820000-46825000	14	0.4854
chr1-46830000-46835000	7	0.1718
chr1-46845000-46850000	17	0.7726
chr1-46865000-46870000	6	0.1734
chr1-46870000-46875000	5	0.1946
chr1-46880000-46885000	3	0.0406
chr1-46885000-46890000	21	0.4884
chr1-46890000-46895000	9	0.307
chr1-46895000-46900000	4	0.0812
chr1-46900000-46905000	39	0.8954
chr1-46905000-46910000	44	1
chr1-46910000-46915000	74	1
chr1-46920000-46925000	72	1
chr1-46925000-46930000	33	0.6488
chr1-46930000-46935000	1	0.0304
chr1-46935000-46940000	2	0.08
chr1-46940000-46945000	22	0.5726
chr1-46945000-46950000	33	0.7312
chr1-46950000-46955000	38	0.8216
chr1-46955000-46960000	24	0.6534
chr1-46960000-46965000	22	0.5576
chr1-46965000-46970000	25	0.6
chr1-46970000-46975000	41	0.7992
chr1-46975000-46980000	38	0.8054
chr1-46980000-46985000	41	0.9944
chr1-46985000-46990000	43	0.9996
chr1-47005000-47010000	24	0.7108
chr1-47010000-47015000	30	0.721
chr1-47015000-47020000	22	0.4732
chr1-47040000-47045000	22	0.5058
chr1-47045000-47050000	4	0.1282
chr1-47060000-47065000	16	0.4134
chr1-47075000-47080000	7	0.1858
chr1-47085000-47090000	42	1
chr1-47095000-47100000	4	0.0386
chr1-47115000-47120000	2	0.0336
chr1-47130000-47135000	17	0.491
chr1-47135000-47140000	38	0.874
chr1-47150000-47155000	7	0.0884
chr1-47455000-47460000	4	0.0464
chr1-47460000-47465000	4	0.0458
chr1-47480000-47485000	7	0.072
chr1-47520000-47525000	4	0.276
chr1-47525000-47530000	2	0.0208
chr1-47565000-47570000	7	0.105
chr1-47595000-47600000	1	0.0172
chr1-47620000-47625000	2	0.0784
chr1-47625000-47630000	1	0.1036
chr1-47630000-47635000	3	0.1452
chr1-47640000-47645000	8	0.1844
chr1-47790000-47795000	4	0.1376
chr1-47810000-47815000	4	0.0736
chr1-47840000-47845000	2	0.0298
chr1-47890000-47895000	20	0.5806
chr1-47910000-47915000	6	0.116
chr1-47915000-47920000	2	0.0762
chr1-47935000-47940000	30	0.7256
chr1-47940000-47945000	7	0.151
chr1-47950000-47955000	9	0.1696
chr1-47970000-47975000	9	0.4294
chr1-48015000-48020000	7	0.1098
chr1-48020000-48025000	6	0.0956
chr1-48025000-48030000	6	0.1048
chr1-48030000-48035000	11	0.274
chr1-48035000-48040000	13	0.1148
chr1-48060000-48065000	7	0.0756
chr1-48070000-48075000	14	0.332
chr1-48095000-48100000	4	0.0444
chr1-48110000-48115000	16	0.3216
chr1-48115000-48120000	48	1
chr1-48120000-48125000	20	0.3368
chr1-48125000-48130000	16	0.2524
chr1-48135000-48140000	33	0.9228
chr1-48140000-48145000	12	0.3494
chr1-48145000-48150000	29	0.9942
chr1-48150000-48155000	41	0.9996
chr1-48155000-48160000	25	0.4496
chr1-48160000-48165000	28	0.4608
chr1-48165000-48170000	25	0.639
chr1-48170000-48175000	22	0.7352
chr1-48180000-48185000	2	0.1586
chr1-48185000-48190000	34	0.9116
chr1-48190000-48195000	16	0.6594
chr1-48210000-48215000	22	0.713
chr1-48215000-48220000	1	0.0166
chr1-48220000-48225000	10	0.2264
chr1-48225000-48230000	7	0.1994
chr1-48250000-48255000	4	0.0688
chr1-48255000-48260000	26	0.4134
chr1-48260000-48265000	30	0.3296
chr1-48265000-48270000	30	0.413
chr1-48270000-48275000	48	0.6566
chr1-48275000-48280000	59	0.993
chr1-48280000-48285000	68	0.994
chr1-48285000-48290000	57	0.9946
chr1-48290000-48295000	50	0.882
chr1-48295000-48300000	20	0.3436
chr1-48300000-48305000	48	0.766
chr1-48305000-48310000	26	0.5648
chr1-48310000-48315000	60	1
chr1-48315000-48320000	59	1
chr1-48320000-48325000	64	1
chr1-48325000-48330000	49	0.7012
chr1-48330000-48335000	91	1
chr1-48335000-48340000	70	0.9264
chr1-48340000-48345000	54	0.9266
chr1-48345000-48350000	40	0.9924
chr1-48350000-48355000	46	0.9566
chr1-48355000-48360000	15	0.0848
chr1-48360000-48365000	45	0.6272
chr1-48365000-48370000	68	0.9858
chr1-48370000-48375000	61	0.6924
chr1-48375000-48380000	16	0.2106
chr1-48380000-48385000	22	0.6364
chr1-48385000-48390000	26	0.3528
chr1-48390000-48395000	34	0.494
chr1-48395000-48400000	10	0.3168
chr1-48400000-48405000	16	0.2466
chr1-48405000-48410000	53	0.7682
chr1-48410000-48415000	46	0.7108
chr1-48415000-48420000	38	0.7648
chr1-48420000-48425000	31	0.5626
chr1-48425000-48430000	48	0.9602
chr1-48430000-48435000	20	0.5956
chr1-48435000-48440000	3	0.052
chr1-48440000-48445000	50	0.9676
chr1-48445000-48450000	36	0.8548
chr1-48455000-48460000	30	0.6616
chr1-48460000-48465000	30	0.3096
chr1-48490000-48495000	1	0.0104
chr1-48510000-48515000	9	0.2474
chr1-48515000-48520000	26	0.9486
chr1-48520000-48525000	5	0.2672
chr1-48535000-48540000	4	0.1082
chr1-48545000-48550000	10	0.2978
chr1-48555000-48560000	3	0.0696
chr1-48560000-48565000	22	0.3934
chr1-48565000-48570000	6	0.2202
chr1-48570000-48575000	6	0.2508
chr1-48575000-48580000	1	0.0276
chr1-48590000-48595000	5	0.1292
chr1-48595000-48600000	23	0.4628
chr1-48645000-48650000	4	0.044
chr1-48650000-48655000	2	0.2664
chr1-48670000-48675000	6	0.164
chr1-48685000-48690000	6	0.1834
chr1-48710000-48715000	8	0.2212
chr1-48715000-48720000	22	0.3172
chr1-48720000-48725000	9	0.0962
chr1-48750000-48755000	6	0.0704
chr1-48755000-48760000	3	0.1104
chr1-48790000-48795000	15	0.3518
chr1-48795000-48800000	8	0.1444
chr1-48805000-48810000	8	0.125
chr1-48810000-48815000	8	0.2872
chr1-48815000-48820000	18	0.2324
chr1-48820000-48825000	11	0.2674
chr1-48825000-48830000	23	0.428
chr1-48830000-48835000	25	0.6102
chr1-48845000-48850000	2	0.0452
chr1-48850000-48855000	9	0.1516
chr1-48855000-48860000	11	0.3942
chr1-48860000-48865000	50	1
chr1-48865000-48870000	5	0.1998
chr1-48870000-48875000	21	0.2788
chr1-48875000-48880000	21	0.2586
chr1-48880000-48885000	41	0.6988
chr1-48885000-48890000	30	0.4826
chr1-48890000-48895000	26	0.5918
chr1-48895000-48900000	1	0.0544
chr1-48900000-48905000	39	0.7104
chr1-48905000-48910000	10	0.2346
chr1-48910000-48915000	26	0.59
chr1-48915000-48920000	28	0.4616
chr1-48920000-48925000	18	0.4296
chr1-48925000-48930000	40	0.7408
chr1-48930000-48935000	12	0.182
chr1-48935000-48940000	38	0.5424
chr1-48940000-48945000	22	0.4806
chr1-48945000-48950000	38	0.5164
chr1-48950000-48955000	62	0.548
chr1-48955000-48960000	37	0.6438
chr1-48960000-48965000	25	0.498
chr1-48965000-48970000	17	0.4104
chr1-48970000-48975000	41	0.565
chr1-48975000-48980000	26	0.5626
chr1-48980000-48985000	10	0.3436
chr1-48985000-48990000	49	0.7996
chr1-48990000-48995000	62	0.8802
chr1-48995000-49000000	41	0.7118
chr1-49000000-49005000	27	0.399
chr1-49005000-49010000	59	0.9612
chr1-49010000-49015000	49	0.5796
chr1-49015000-49020000	24	0.3886
chr1-49020000-49025000	27	0.3262
chr1-49025000-49030000	36	0.6844
chr1-49030000-49035000	36	0.705
chr1-49035000-49040000	53	0.7876
chr1-49040000-49045000	40	0.6022
chr1-49045000-49050000	19	0.3148
chr1-49050000-49055000	35	0.4826
chr1-49055000-49060000	43	0.8678
chr1-49060000-49065000	28	0.3424
chr1-49065000-49070000	73	0.6786
chr1-49070000-49075000	75	0.9446
chr1-49075000-49080000	40	0.534
chr1-49080000-49085000	61	0.6984
chr1-49085000-49090000	64	1
chr1-49090000-49095000	54	0.7718
chr1-49095000-49100000	47	0.6634
chr1-49100000-49105000	33	0.4992
chr1-49105000-49110000	30	0.4578
chr1-49110000-49115000	61	0.8126
chr1-49115000-49120000	73	0.8994
chr1-49120000-49125000	55	0.7812
chr1-49125000-49130000	42	0.7288
chr1-49130000-49135000	81	0.8662
chr1-49135000-49140000	55	0.5732
chr1-49140000-49145000	31	0.5292
chr1-49145000-49150000	48	0.5646
chr1-49150000-49155000	29	0.4806
chr1-49155000-49160000	57	0.7792
chr1-49160000-49165000	63	0.5712
chr1-49165000-49170000	10	0.1992
chr1-49170000-49175000	20	0.3832
chr1-49175000-49180000	22	0.329
chr1-49180000-49185000	28	0.3554
chr1-49185000-49190000	41	0.4584
chr1-49190000-49195000	53	0.6724
chr1-49195000-49200000	59	0.813
chr1-49200000-49205000	62	0.664
chr1-49205000-49210000	27	0.3302
chr1-49210000-49215000	51	0.3886
chr1-49215000-49220000	41	0.4706
chr1-49220000-49225000	41	0.457
chr1-49225000-49230000	48	0.4822
chr1-49230000-49235000	47	0.4698
chr1-49235000-49240000	38	0.5592
chr1-49240000-49245000	33	0.497
chr1-49245000-49250000	26	0.4464
chr1-49250000-49255000	66	0.9982
chr1-49255000-49260000	71	0.9746
chr1-49260000-49265000	59	0.9642
chr1-49265000-49270000	58	0.5772
chr1-49270000-49275000	74	1
chr1-49275000-49280000	39	0.5972
chr1-49280000-49285000	68	0.8508
chr1-49285000-49290000	68	0.9404
chr1-49290000-49295000	57	0.7152
chr1-49295000-49300000	39	0.3764
chr1-49300000-49305000	30	0.548
chr1-49305000-49310000	38	0.3716
chr1-49310000-49315000	51	0.793
chr1-49315000-49320000	38	0.6218
chr1-49320000-49325000	34	0.5896
chr1-49325000-49330000	34	0.7016
chr1-49330000-49335000	60	0.8328
chr1-49335000-49340000	31	0.4752
chr1-49340000-49345000	52	0.8682
chr1-49345000-49350000	31	0.9104
chr1-49350000-49355000	51	0.6836
chr1-49355000-49360000	29	0.417
chr1-49360000-49365000	26	0.5542
chr1-49365000-49370000	5	0.1654
chr1-49370000-49375000	25	0.3952
chr1-49375000-49380000	42	0.5356
chr1-49380000-49385000	55	0.9436
chr1-49385000-49390000	46	0.4604
chr1-49390000-49395000	30	0.506
chr1-49395000-49400000	33	0.6332
chr1-49400000-49405000	43	0.9216
chr1-49405000-49410000	45	0.3904
chr1-49410000-49415000	50	0.457
chr1-49415000-49420000	46	0.4532
chr1-49420000-49425000	39	0.4206
chr1-49425000-49430000	39	0.524
chr1-49430000-49435000	68	0.6946
chr1-49435000-49440000	34	0.5214
chr1-49440000-49445000	71	0.953
chr1-49445000-49450000	62	0.7414
chr1-49450000-49455000	43	0.4056
chr1-49455000-49460000	75	0.8624
chr1-49460000-49465000	62	0.611
chr1-49465000-49470000	53	0.4166
chr1-49470000-49475000	77	0.9156
chr1-49475000-49480000	79	0.9998
chr1-49480000-49485000	88	0.9936
chr1-49485000-49490000	80	0.7236
chr1-49490000-49495000	45	0.6116
chr1-49495000-49500000	67	0.8528
chr1-49500000-49505000	79	0.9802
chr1-49505000-49510000	74	0.763
chr1-49510000-49515000	67	0.8022
chr1-49515000-49520000	35	0.5368
chr1-49520000-49525000	35	0.5162
chr1-49525000-49530000	35	0.5144
chr1-49530000-49535000	25	0.3528
chr1-49535000-49540000	17	0.4354
chr1-49540000-49545000	49	0.6048
chr1-49545000-49550000	63	0.962
chr1-49550000-49555000	28	0.5668
chr1-49555000-49560000	43	0.5472
chr1-49560000-49565000	99	0.9952
chr1-49565000-49570000	69	0.9618
chr1-49570000-49575000	64	1
chr1-49575000-49580000	103	0.9968
chr1-49580000-49585000	52	0.6982
chr1-49585000-49590000	26	0.3652
chr1-49590000-49595000	54	1
chr1-49595000-49600000	51	0.7072
chr1-49600000-49605000	55	0.8612
chr1-49605000-49610000	29	0.3172
chr1-49610000-49615000	68	0.7498
chr1-49615000-49620000	56	0.7454
chr1-49620000-49625000	52	0.6622
chr1-49625000-49630000	69	0.6924
chr1-49630000-49635000	39	0.6214
chr1-49635000-49640000	18	0.2806
chr1-49640000-49645000	30	0.585
chr1-49645000-49650000	45	0.9998
chr1-49650000-49655000	95	0.9896
chr1-49655000-49660000	94	0.9958
chr1-49660000-49665000	66	0.8042
chr1-49665000-49670000	34	0.4606
chr1-49670000-49675000	56	0.7972
chr1-49675000-49680000	28	0.7014
chr1-49680000-49685000	30	0.5372
chr1-49685000-49690000	71	0.9098
chr1-49690000-49695000	33	0.5078
chr1-49695000-49700000	29	0.4432
chr1-49700000-49705000	60	0.9664
chr1-49705000-49710000	74	0.9978
chr1-49710000-49715000	60	0.9318
chr1-49715000-49720000	68	0.7364
chr1-49720000-49725000	60	0.5686
chr1-49725000-49730000	10	0.1554
chr1-49730000-49735000	72	0.9
chr1-49735000-49740000	90	0.9884
chr1-49740000-49745000	92	1
chr1-49745000-49750000	56	0.6972
chr1-49750000-49755000	90	0.9984
chr1-49755000-49760000	74	0.818
chr1-49760000-49765000	100	0.856
chr1-49765000-49770000	65	1
chr1-49770000-49775000	81	0.9344
chr1-49775000-49780000	80	0.7578
chr1-49780000-49785000	53	0.994
chr1-49785000-49790000	52	0.7568
chr1-49790000-49795000	42	0.5846
chr1-49795000-49800000	39	0.3972
chr1-49800000-49805000	57	0.6672
chr1-49805000-49810000	60	0.7324
chr1-49810000-49815000	48	0.4214
chr1-49815000-49820000	35	0.4654
chr1-49820000-49825000	70	0.5058
chr1-49825000-49830000	40	0.581
chr1-49830000-49835000	65	0.9976
chr1-49835000-49840000	54	0.6572
chr1-49840000-49845000	61	0.5578
chr1-49845000-49850000	22	0.5702
chr1-49850000-49855000	72	1
chr1-49855000-49860000	61	0.9974
chr1-49860000-49865000	74	0.9854
chr1-49865000-49870000	52	0.996
chr1-49870000-49875000	42	0.7982
chr1-49875000-49880000	86	1
chr1-49880000-49885000	75	0.8246
chr1-49885000-49890000	36	0.4216
chr1-49890000-49895000	53	0.6542
chr1-49895000-49900000	59	0.9704
chr1-49900000-49905000	106	1
chr1-49905000-49910000	46	0.571
chr1-49910000-49915000	91	0.8582
chr1-49915000-49920000	89	0.9874
chr1-49920000-49925000	68	0.9236
chr1-49925000-49930000	89	0.998
chr1-49930000-49935000	76	0.9822
chr1-49935000-49940000	79	1
chr1-49940000-49945000	80	1
chr1-49945000-49950000	23	0.5904
chr1-49950000-49955000	42	0.6014
chr1-49955000-49960000	43	0.4462
chr1-49960000-49965000	27	0.313
chr1-49965000-49970000	56	0.7146
chr1-49970000-49975000	42	0.7064
chr1-49975000-49980000	39	0.5208
chr1-49980000-49985000	69	0.8048
chr1-49985000-49990000	20	0.2858
chr1-49990000-49995000	37	0.5784
chr1-49995000-50000000	74	1
chr1-50000000-50005000	42	0.6414
chr1-50005000-50010000	104	1
chr1-50010000-50015000	56	0.6786
chr1-50015000-50020000	52	0.5786
chr1-50020000-50025000	4	0.1404
chr1-50025000-50030000	15	0.3112
chr1-50030000-50035000	34	0.6644
chr1-50035000-50040000	39	0.5114
chr1-50040000-50045000	18	0.2088
chr1-50045000-50050000	8	0.308
chr1-50050000-50055000	15	0.4742
chr1-50055000-50060000	20	0.6522
chr1-50060000-50065000	26	0.332
chr1-50065000-50070000	6	0.1882
chr1-50070000-50075000	40	0.4648
chr1-50075000-50080000	24	0.565
chr1-50080000-50085000	29	0.559
chr1-50085000-50090000	27	0.3038
chr1-50090000-50095000	48	0.5924
chr1-50095000-50100000	11	0.2596
chr1-50115000-50120000	8	0.2028
chr1-50120000-50125000	14	0.3388
chr1-50125000-50130000	13	0.2962
chr1-50130000-50135000	9	0.1406
chr1-50135000-50140000	15	0.2492
chr1-50140000-50145000	22	0.3698
chr1-50145000-50150000	6	0.0786
chr1-50150000-50155000	8	0.139
chr1-50155000-50160000	19	0.4
chr1-50160000-50165000	29	0.4812
chr1-50165000-50170000	33	0.7342
chr1-50170000-50175000	9	0.1792
chr1-50175000-50180000	11	0.1428
chr1-50180000-50185000	13	0.3932
chr1-50185000-50190000	38	0.37
chr1-50190000-50195000	21	0.2608
chr1-50195000-50200000	1	0.0106
chr1-50205000-50210000	11	0.149
chr1-50210000-50215000	28	0.5788
chr1-50215000-50220000	20	0.3304
chr1-50220000-50225000	8	0.1164
chr1-50225000-50230000	14	0.618
chr1-50230000-50235000	8	0.2252
chr1-50235000-50240000	32	0.6022
chr1-50240000-50245000	26	0.6588
chr1-50245000-50250000	10	0.0908
chr1-50250000-50255000	10	0.1366
chr1-50255000-50260000	17	0.3386
chr1-50260000-50265000	4	0.0522
chr1-50285000-50290000	7	0.3612
chr1-50295000-50300000	12	0.3158
chr1-50305000-50310000	14	0.2562
chr1-50310000-50315000	17	0.361
chr1-50315000-50320000	10	0.3132
chr1-50395000-50400000	12	0.2466
chr1-51125000-51130000	14	0.3646
chr1-51500000-51505000	11	0.1806
chr1-51510000-51515000	7	0.0976
chr1-55245000-55250000	7	0.2956
chr1-55350000-55355000	5	0.0786
chr1-55390000-55395000	20	0.9024
chr1-55405000-55410000	15	0.4204
chr1-55410000-55415000	19	0.4354
chr1-55490000-55495000	14	0.2944
chr1-55495000-55500000	46	1
chr1-55505000-55510000	6	0.2204
chr1-55510000-55515000	18	0.4148
chr1-55515000-55520000	6	0.1588
chr1-55525000-55530000	6	0.0654
chr1-55540000-55545000	8	0.137
chr1-55545000-55550000	2	0.0976
chr1-55550000-55555000	5	0.0354
chr1-55560000-55565000	20	0.634
chr1-55565000-55570000	24	0.7826
chr1-55570000-55575000	2	0.3038
chr1-55575000-55580000	4	0.0802
chr1-55580000-55585000	7	0.0934
chr1-55585000-55590000	29	0.6344
chr1-55590000-55595000	13	0.2696
chr1-55600000-55605000	2	0.0174
chr1-55605000-55610000	26	0.7128
chr1-55615000-55620000	26	0.61
chr1-55620000-55625000	8	0.303
chr1-55635000-55640000	1	0.0848
chr1-55640000-55645000	1	0.075
chr1-55675000-55680000	13	0.7086
chr1-55680000-55685000	10	0.3832
chr1-55720000-55725000	4	0.136
chr1-55740000-55745000	9	0.1788
chr1-55745000-55750000	3	0.0734
chr1-55765000-55770000	9	0.3156
chr1-55770000-55775000	18	0.642
chr1-55775000-55780000	10	0.2042
chr1-56605000-56610000	12	0.4602
chr1-56660000-56665000	11	0.1528
chr1-56670000-56675000	7	0.1192
chr1-56675000-56680000	28	0.577
chr1-56680000-56685000	9	0.4232
chr1-56685000-56690000	7	0.1104
chr1-56725000-56730000	3	0.1438
chr1-56730000-56735000	5	0.2622
chr1-56785000-56790000	6	0.0898
chr1-56825000-56830000	9	0.1498
chr1-56855000-56860000	30	0.6032
chr1-56860000-56865000	13	0.2302
chr1-56865000-56870000	22	1
chr1-56870000-56875000	1	0.099
chr1-56885000-56890000	8	0.1214
chr1-56890000-56895000	18	0.3082
chr1-56895000-56900000	5	0.0476
chr1-56900000-56905000	27	0.4712
chr1-56905000-56910000	11	0.1436
chr1-56910000-56915000	14	0.409
chr1-56915000-56920000	12	0.1706
chr1-56920000-56925000	10	0.164
chr1-56925000-56930000	2	0.0828
chr1-56930000-56935000	13	0.2762
chr1-56935000-56940000	33	0.6674
chr1-56940000-56945000	10	0.2616
chr1-56945000-56950000	7	0.1784
chr1-56955000-56960000	2	0.08
chr1-56960000-56965000	6	0.1542
chr1-56970000-56975000	9	0.3848
chr1-56975000-56980000	12	0.29
chr1-56985000-56990000	1	0.1198
chr1-56995000-57000000	9	0.1342
chr1-57000000-57005000	18	0.5178
chr1-57005000-57010000	8	0.2532
chr1-57010000-57015000	1	0.116
chr1-57015000-57020000	9	0.2614
chr1-57020000-57025000	12	0.2602
chr1-57030000-57035000	4	0.037
chr1-57035000-57040000	9	0.1276
chr1-57040000-57045000	5	0.1504
chr1-57075000-57080000	3	0.0944
chr1-57080000-57085000	8	0.0544
chr1-57090000-57095000	3	0.0588
chr1-57100000-57105000	7	0.199
chr1-57105000-57110000	9	0.2212
chr1-57110000-57115000	3	0.1566
chr1-57120000-57125000	5	0.0914
chr1-57135000-57140000	10	0.214
chr1-57195000-57200000	16	0.3336
chr1-57200000-57205000	3	0.0742
chr1-57255000-57260000	5	0.076
chr1-57260000-57265000	9	0.2788
chr1-57265000-57270000	15	0.2524
chr1-57270000-57275000	11	0.166
chr1-57285000-57290000	14	0.2786
chr1-57290000-57295000	1	0.0078
chr1-57295000-57300000	3	0.0412
chr1-57300000-57305000	5	0.1248
chr1-57305000-57310000	10	0.2204
chr1-57320000-57325000	19	0.3494
chr1-57325000-57330000	23	0.5492
chr1-57330000-57335000	42	0.5664
chr1-57335000-57340000	14	0.2848
chr1-57340000-57345000	9	0.3784
chr1-57345000-57350000	6	0.082
chr1-57350000-57355000	18	0.2776
chr1-57355000-57360000	28	0.7286
chr1-57360000-57365000	6	0.185
chr1-57365000-57370000	2	0.0338
chr1-57370000-57375000	10	0.2648
chr1-57375000-57380000	22	0.4368
chr1-57380000-57385000	21	0.5756
chr1-57385000-57390000	21	0.2684
chr1-57390000-57395000	20	0.56
chr1-57395000-57400000	33	0.4492
chr1-57415000-57420000	8	0.13
chr1-57435000-57440000	6	0.1578
chr1-57440000-57445000	35	0.7288
chr1-57445000-57450000	24	0.3688
chr1-57450000-57455000	4	0.0772
chr1-57455000-57460000	34	0.7476
chr1-57465000-57470000	8	0.1316
chr1-57470000-57475000	18	0.277
chr1-57475000-57480000	12	0.314
chr1-57480000-57485000	2	0.0308
chr1-57485000-57490000	28	0.2608
chr1-57490000-57495000	28	0.4992
chr1-57495000-57500000	26	0.4358
chr1-57500000-57505000	13	0.3048
chr1-57505000-57510000	38	0.654
chr1-57510000-57515000	17	0.3826
chr1-57515000-57520000	28	0.376
chr1-57520000-57525000	35	0.739
chr1-57525000-57530000	30	0.6994
chr1-57530000-57535000	28	0.4584
