peak_id	chromosome	start	end	annotated_element
97	chr1	59434498	59435210	LTR
98	chr1	59479407	59479660	LINE
99	chr1	59637222	59637433	SINE
100	chr1	60103129	60103419	unrepeat
101	chr1	60546101	60546496	LINE
102	chr1	60692617	60692826	SINE
103	chr1	63109370	63109568	unrepeat
104	chr1	63622174	63622949	unrepeat
105	chr1	64171267	64172077	unrepeat
106	chr1	64961720	64962187	unrepeat
107	chr1	65216750	65217055	SINE
108	chr1	65419800	65421222	OthersRepeat
109	chr1	65422580	65423085	LINE
110	chr1	65475389	65475780	unrepeat
111	chr1	65686871	65687828	unrepeat
112	chr1	65698876	65699318	SINE
113	chr1	65812107	65813139	unrepeat
114	chr1	65818860	65819312	LTR
115	chr1	65880795	65881001	LTR
116	chr1	65895081	65895523	SINE
117	chr1	65922913	65923131	unrepeat
118	chr1	65936764	65937353	unrepeat
119	chr1	65946879	65947122	LTR
120	chr1	66032038	66032335	SINE
121	chr1	66099175	66099411	LINE
122	chr1	66278235	66279356	Simple_repeat
123	chr1	66281890	66284489	LINE
124	chr1	66295942	66296910	LINE
125	chr1	66300542	66301126	LINE
126	chr1	66328351	66329301	OthersRepeat
127	chr1	66330301	66330852	unrepeat
128	chr1	66331667	66333738	Simple_repeat
129	chr1	66336037	66338179	SINE
130	chr1	66344730	66347198	LINE
131	chr1	66351911	66352609	unrepeat
132	chr1	66353473	66354175	unrepeat
133	chr1	66370351	66372867	SINE
134	chr1	66376683	66377106	LINE
135	chr1	66382215	66383382	LTR
136	chr1	66393249	66399341	LINE
137	chr1	66400179	66403573	LTR
138	chr1	66412188	66412609	unrepeat
139	chr1	66421416	66422375	unrepeat
140	chr1	66426368	66426569	unrepeat
141	chr1	66436677	66437218	OthersRepeat
142	chr1	66443609	66444122	LINE
143	chr1	66445482	66446608	unrepeat
144	chr1	66647342	66648615	LINE
145	chr1	66923314	66925490	LINE
146	chr1	66930145	66930541	Simple_repeat
147	chr1	67005465	67005698	unrepeat
148	chr1	67214859	67215185	LTR
149	chr1	67429354	67431121	unrepeat
150	chr1	67685033	67685659	unrepeat
151	chr1	67734171	67734661	SINE
152	chr1	67736547	67736746	unrepeat
153	chr1	67753553	67755840	LINE
154	chr1	67759068	67760827	LINE
155	chr1	68113835	68114212	OthersRepeat
156	chr1	68117336	68117581	SINE
157	chr1	68177222	68177799	SINE
158	chr1	68179019	68179433	LINE
159	chr1	68480272	68480502	unrepeat
160	chr1	68491866	68493497	LINE
161	chr1	68495500	68497301	LINE
162	chr1	68671101	68671463	LINE
163	chr1	68675731	68676251	LINE
164	chr1	68758668	68759533	LINE
165	chr1	68835149	68835438	LTR
166	chr1	68964865	68965091	unrepeat
167	chr1	69040765	69040981	LINE
168	chr1	69055474	69056253	LTR
169	chr1	69144888	69145152	LINE
170	chr1	69201107	69201680	OthersRepeat
171	chr1	69313641	69313884	LINE
172	chr1	69314891	69315399	LINE
173	chr1	69318744	69319363	LINE
174	chr1	69323630	69323883	unrepeat
175	chr1	69330932	69331666	LTR
176	chr1	69473686	69474637	LINE
177	chr1	69933046	69933248	unrepeat
178	chr1	69967349	69967595	LINE
179	chr1	70205362	70206756	LINE
180	chr1	70221314	70221652	Simple_repeat
181	chr1	70350009	70350211	SINE
182	chr1	70354744	70356046	LINE
183	chr1	70359704	70359970	unrepeat
184	chr1	70362644	70362886	unrepeat
185	chr1	70374538	70374763	SINE
186	chr1	70410726	70412677	SINE
187	chr1	70460278	70460675	unrepeat
188	chr1	70507233	70507497	SINE
189	chr1	70510577	70510822	SINE
190	chr1	70516435	70516746	unrepeat
191	chr1	70517627	70517949	OthersRepeat
192	chr1	70571067	70571336	unrepeat
193	chr1	70579109	70579309	unrepeat
194	chr1	70807229	70807484	LTR
195	chr1	70828588	70828873	unrepeat
196	chr1	71081022	71081396	unrepeat
197	chr1	71091672	71092328	LINE
198	chr1	71097253	71097862	unrepeat
199	chr1	71154809	71155258	LINE
200	chr1	71174342	71174589	LTR
201	chr1	71240766	71241015	LTR
202	chr1	71241849	71242102	unrepeat
203	chr1	71270551	71271457	LTR
204	chr1	71364898	71365283	SINE
205	chr1	71411273	71411633	unrepeat
206	chr1	71425171	71425393	unrepeat
207	chr1	71439301	71439561	SINE
208	chr1	71472371	71472677	LINE
209	chr1	71476582	71476817	LTR
210	chr1	71483477	71484254	Simple_repeat
211	chr1	71494469	71494690	LTR
212	chr1	71508574	71509014	LTR
213	chr1	71573924	71574186	LTR
214	chr1	71581573	71581824	unrepeat
215	chr1	71586595	71587589	unrepeat
216	chr1	71614703	71614925	unrepeat
217	chr1	71627343	71627919	unrepeat
218	chr1	71640132	71640470	unrepeat
219	chr1	71641282	71641511	unrepeat
220	chr1	71647788	71648612	SINE
221	chr1	71652754	71653037	OthersRepeat
222	chr1	71696691	71696940	OthersRepeat
223	chr1	71754176	71754850	LINE
224	chr1	71777158	71777361	SINE
225	chr1	71779311	71779651	unrepeat
226	chr1	71844315	71844662	unrepeat
227	chr1	71935436	71935833	Simple_repeat
228	chr1	71943669	71943906	SINE
229	chr1	72183176	72184021	LINE
230	chr1	72189478	72189699	LINE
231	chr1	72374011	72374216	unrepeat
232	chr1	72432698	72433821	LINE
233	chr1	72449865	72450342	LINE
234	chr1	72488072	72488282	unrepeat
235	chr1	72523686	72523899	SINE
236	chr1	72539505	72539750	LTR
237	chr1	72666510	72666739	SINE
238	chr1	72780058	72780446	LINE
239	chr1	72808055	72808328	LINE
240	chr1	73092638	73092982	LINE
241	chr1	73099530	73100047	LINE
242	chr1	73187819	73188235	LINE
243	chr1	73205475	73205692	LINE
244	chr1	73208946	73209494	unrepeat
245	chr1	73229200	73229454	LINE
246	chr1	73237468	73238057	LINE
247	chr1	73299670	73300575	LTR
248	chr1	73326857	73328180	LINE
249	chr1	73343379	73344146	LTR
250	chr1	73370460	73370873	unrepeat
251	chr1	73401712	73401921	LTR
252	chr1	73407893	73408106	LTR
253	chr1	73414866	73415189	LTR
254	chr1	73437532	73437739	SINE
255	chr1	73438717	73439340	LTR
256	chr1	73449060	73449491	LTR
257	chr1	73467572	73467806	unrepeat
258	chr1	73502937	73503354	Simple_repeat
259	chr1	73722993	73723427	LTR
260	chr1	73785098	73786238	SINE
261	chr1	73788112	73789196	LTR
262	chr1	73799909	73800215	SINE
263	chr1	73857186	73857460	OthersRepeat
264	chr1	73881945	73882334	SINE
265	chr1	73911276	73912011	LTR
266	chr1	73947597	73947887	unrepeat
267	chr1	73980416	73980838	unrepeat
268	chr1	73982666	73982886	unrepeat
269	chr1	74011379	74012020	LINE
270	chr1	74014552	74015351	LINE
271	chr1	74037840	74038344	LINE
272	chr1	74071216	74071658	LTR
273	chr1	74080650	74080933	unrepeat
274	chr1	74092277	74092485	unrepeat
275	chr1	74197623	74198462	unrepeat
276	chr1	74247752	74248266	LTR
277	chr1	74316582	74317781	LINE
278	chr1	74337626	74337867	LINE
279	chr1	74397874	74398348	LTR
280	chr1	74399398	74399696	LTR
281	chr1	74457138	74457515	OthersRepeat
282	chr1	74511895	74512293	unrepeat
283	chr1	74527963	74528325	unrepeat
284	chr1	74535585	74535821	unrepeat
285	chr1	74547399	74547638	SINE
286	chr1	74637153	74638057	LTR
287	chr1	74650298	74650939	Simple_repeat
288	chr1	74652775	74654577	LINE
289	chr1	74665077	74665344	LTR
290	chr1	74690114	74690367	LINE
291	chr1	74725382	74726188	LTR
292	chr1	74729869	74734452	LINE
293	chr1	74737707	74738020	unrepeat
294	chr1	74745954	74746156	LTR
295	chr1	74749156	74749571	OthersRepeat
296	chr1	74869919	74870249	LTR
297	chr1	74913391	74913994	LTR
298	chr1	74994657	74995360	SINE
299	chr1	75093733	75094744	LTR
300	chr1	75400885	75401778	LINE
301	chr1	75435511	75435741	unrepeat
302	chr1	75487546	75488062	OthersRepeat
303	chr1	75503205	75503752	LTR
304	chr1	75624549	75624778	unrepeat
305	chr1	75651839	75652195	LTR
306	chr1	75672576	75673443	LINE
307	chr1	75689983	75690185	unrepeat
308	chr1	75723128	75723465	LTR
309	chr1	75724276	75724761	Simple_repeat
310	chr1	75726206	75727013	SINE
311	chr1	75784249	75787095	LINE
312	chr1	75932992	75933375	SINE
313	chr1	75937363	75937674	unrepeat
314	chr1	75979537	75979798	SINE
315	chr1	75981426	75981752	unrepeat
316	chr1	75985099	75985514	LINE
317	chr1	75993990	75994232	OthersRepeat
318	chr1	76006804	76007938	unrepeat
319	chr1	76075046	76075331	unrepeat
320	chr1	76129005	76129488	LTR
321	chr1	76142115	76142570	LTR
322	chr1	76191205	76191482	LINE
323	chr1	76296130	76296325	unrepeat
324	chr1	76499403	76499601	unrepeat
325	chr1	76607391	76607961	OthersRepeat
326	chr1	76670002	76670393	LTR
327	chr1	76693363	76694253	LTR
328	chr1	76702981	76703846	LINE
329	chr1	76844531	76845220	LINE
330	chr1	76856262	76856497	unrepeat
331	chr1	76859224	76859432	LINE
332	chr1	76875766	76876430	LTR
333	chr1	76907048	76907271	LINE
334	chr1	76928589	76929618	LINE
335	chr1	76930666	76930898	unrepeat
336	chr1	76936346	76938182	Simple_repeat
337	chr1	76939283	76940110	LINE
338	chr1	76941050	76942530	LTR
339	chr1	76943320	76943696	unrepeat
340	chr1	76948112	76949688	LTR
341	chr1	76994128	76994885	unrepeat
342	chr1	77010026	77011445	LINE
343	chr1	77096379	77096649	LTR
344	chr1	77173928	77174171	LTR
345	chr1	77219048	77219366	unrepeat
346	chr1	77223266	77223652	LTR
347	chr1	77646817	77647081	LINE
348	chr1	77978239	77979243	Simple_repeat
349	chr1	78004600	78004848	unrepeat
350	chr1	78055951	78056266	LINE
351	chr1	78114331	78114529	unrepeat
352	chr1	78153309	78153512	LINE
353	chr1	78328495	78329139	LTR
354	chr1	78371644	78372027	LTR
355	chr1	78374655	78375289	LINE
356	chr1	78525667	78526066	unrepeat
357	chr1	78527882	78528159	unrepeat
358	chr1	78619523	78621398	LINE
359	chr1	78622488	78623147	LTR
360	chr1	78635392	78635608	unrepeat
361	chr1	78755920	78756348	unrepeat
362	chr1	78757346	78757588	LINE
363	chr1	78832470	78833276	LINE
364	chr1	78857196	78858035	LTR
365	chr1	78969965	78970802	LTR
366	chr1	79036389	79037353	LTR
367	chr1	79049211	79049615	SINE
368	chr1	79071014	79071234	unrepeat
369	chr1	79144711	79144908	LINE
370	chr1	79179371	79179616	LTR
371	chr1	79214524	79214763	unrepeat
372	chr1	79440474	79441135	OthersRepeat
373	chr1	79592366	79592577	unrepeat
374	chr1	79692226	79693475	LTR
375	chr1	79709841	79710774	LINE
376	chr1	79728398	79728624	unrepeat
377	chr1	79777414	79777659	LINE
378	chr1	79876495	79876835	LINE
379	chr1	79884191	79884468	LTR
380	chr1	79904773	79905733	LTR
381	chr1	79950273	79950628	unrepeat
382	chr1	79998215	79998419	LINE
383	chr1	80128562	80129320	LTR
384	chr1	80202644	80202951	LTR
385	chr1	80227644	80227941	unrepeat
386	chr1	80233368	80233904	unrepeat
387	chr1	80356521	80356777	LTR
388	chr1	80507544	80507945	unrepeat
389	chr1	80628586	80628999	unrepeat
390	chr1	80634346	80634587	LTR
391	chr1	80636270	80638274	LTR
392	chr1	80639215	80640165	LINE
393	chr1	80642398	80644462	SINE
394	chr1	80651555	80652356	Simple_repeat
395	chr1	80655966	80656338	unrepeat
396	chr1	80779489	80779944	LINE
397	chr1	80915074	80915535	LTR
398	chr1	80935291	80935862	unrepeat
399	chr1	81175297	81175782	LINE
400	chr1	81292501	81292698	LTR
401	chr1	81304227	81304544	SINE
402	chr1	81596148	81601134	LINE
403	chr1	81602496	81605152	SINE
404	chr1	81605962	81606843	Simple_repeat
405	chr1	81607998	81608560	unrepeat
406	chr1	81611470	81611839	OthersRepeat
407	chr1	81615226	81616325	LTR
408	chr1	81641361	81641574	LINE
409	chr1	81682843	81683080	SINE
410	chr1	81701621	81702745	LINE
411	chr1	81824552	81824789	unrepeat
412	chr1	81835678	81835990	unrepeat
413	chr1	81848886	81849190	unrepeat
414	chr1	81881312	81881880	unrepeat
415	chr1	82022092	82022811	LTR
416	chr1	82091405	82091683	unrepeat
417	chr1	82095778	82096521	OthersRepeat
418	chr1	82115509	82116241	LINE
419	chr1	82142406	82143582	SINE
420	chr1	82145785	82146825	Simple_repeat
421	chr1	82151742	82152602	unrepeat
422	chr1	82158044	82158391	LTR
423	chr1	82212170	82212943	unrepeat
424	chr1	82222300	82222562	unrepeat
425	chr1	82228409	82229022	LINE
426	chr1	82244679	82245154	unrepeat
427	chr1	82259657	82259942	LINE
428	chr1	82292274	82292556	OthersRepeat
429	chr1	82303061	82303407	LINE
430	chr1	82329968	82330349	LTR
431	chr1	82350295	82350514	LTR
432	chr1	82762732	82762976	unrepeat
433	chr1	83096194	83096494	SINE
434	chr1	83114554	83114900	unrepeat
435	chr1	83490991	83491233	unrepeat
436	chr1	83497269	83497648	unrepeat
437	chr1	83500745	83502216	LINE
438	chr1	83514748	83515216	LTR
439	chr1	83519420	83520047	LTR
440	chr1	83524763	83524965	unrepeat
441	chr1	83533277	83533572	Simple_repeat
442	chr1	83548268	83548607	unrepeat
443	chr1	83583103	83583440	unrepeat
444	chr1	83593243	83594149	LINE
445	chr1	83659489	83659706	unrepeat
446	chr1	83756020	83756693	unrepeat
447	chr1	83775230	83776180	unrepeat
448	chr1	83882950	83883219	unrepeat
449	chr1	84078825	84079159	unrepeat
450	chr1	84224476	84225500	LINE
451	chr1	84293744	84294021	LTR
452	chr1	84348232	84348428	unrepeat
453	chr1	84389173	84389859	SINE
454	chr1	84479324	84480036	unrepeat
455	chr1	84505009	84505252	unrepeat
456	chr1	84506281	84506658	OthersRepeat
457	chr1	84573768	84575164	LINE
458	chr1	84682035	84682650	SINE
459	chr1	84687392	84687623	LINE
460	chr1	84688848	84689466	SINE
461	chr1	84690706	84690945	Simple_repeat
462	chr1	84693489	84693758	SINE
463	chr1	84699157	84699419	unrepeat
464	chr1	84721405	84721711	unrepeat
465	chr1	84849717	84850555	SINE
466	chr1	84968714	84969090	LTR
467	chr1	84974247	84975172	LINE
468	chr1	84995663	84996815	Simple_repeat
469	chr1	85276563	85277488	LINE
470	chr1	85288320	85288567	unrepeat
471	chr1	85601730	85602867	LINE
472	chr1	85704993	85705556	LINE
473	chr1	85708140	85708500	unrepeat
474	chr1	85831447	85831785	LINE
475	chr1	85976693	85976929	LINE
476	chr1	86016254	86016488	Simple_repeat
477	chr1	86151357	86151572	unrepeat
478	chr1	86378395	86378703	LTR
479	chr1	86411502	86411728	LTR
480	chr1	86912700	86912901	LTR
481	chr1	86914014	86914253	unrepeat
482	chr1	87148229	87148449	unrepeat
483	chr1	87334244	87334621	unrepeat
484	chr1	87466830	87467038	unrepeat
485	chr1	87509705	87509903	LTR
486	chr1	87824688	87824976	LINE
487	chr1	88146812	88147412	LINE
488	chr1	88164577	88165179	LTR
489	chr1	88306508	88306893	LINE
490	chr1	88398304	88399136	LTR
491	chr1	88992434	88993037	Simple_repeat
492	chr1	89626697	89626898	LTR
493	chr1	89669293	89670401	SINE
494	chr1	89672438	89672662	unrepeat
495	chr1	90437552	90437753	SINE
496	chr1	90508199	90509358	LINE
497	chr1	91021419	91022330	unrepeat
498	chr1	92484647	92484992	unrepeat
499	chr1	92503640	92503884	unrepeat
500	chr1	92585027	92585256	SINE
501	chr1	92975661	92975927	LINE
502	chr1	93345574	93345851	unrepeat
503	chr1	93699638	93700130	SINE
504	chr1	93701959	93702405	unrepeat
505	chr1	93703772	93706071	LINE
506	chr1	93707998	93708297	unrepeat
507	chr1	93710322	93710668	unrepeat
508	chr1	93814234	93814452	SINE
509	chr1	94418151	94418420	unrepeat
510	chr1	94953988	94954205	Simple_repeat
511	chr1	95028320	95028558	SINE
512	chr1	95077120	95077340	SINE
513	chr1	95233826	95234726	Simple_repeat
514	chr1	95244069	95244370	unrepeat
515	chr1	95628358	95628566	unrepeat
516	chr1	95742146	95743038	LINE
517	chr1	95752758	95753310	LTR
518	chr1	95761939	95762584	LTR
519	chr1	95878640	95878857	LTR
520	chr1	96050023	96050287	unrepeat
521	chr1	96736756	96737107	SINE
522	chr1	96761129	96761348	unrepeat
523	chr1	96820194	96820401	unrepeat
524	chr1	96988945	96989230	unrepeat
525	chr1	97270514	97270713	unrepeat
526	chr1	97441890	97442105	LINE
527	chr1	97464004	97464782	SINE
528	chr1	97493125	97493379	unrepeat
529	chr1	97505811	97506036	unrepeat
530	chr1	97536167	97536388	unrepeat
531	chr1	97760921	97761603	LINE
532	chr1	98316322	98316581	unrepeat
533	chr1	98498616	98498857	LTR
534	chr1	98516427	98516743	LINE
535	chr1	98677990	98678219	LTR
536	chr1	98721237	98721657	SINE
537	chr1	98737893	98738112	SINE
538	chr1	98774050	98774435	LTR
539	chr1	98871230	98871951	LTR
540	chr1	98894902	98895406	LTR
541	chr1	98913940	98914352	LINE
542	chr1	99105218	99106338	LINE
543	chr1	99291242	99291493	LINE
544	chr1	99528908	99529754	LTR
545	chr1	99706473	99706706	unrepeat
546	chr1	99850276	99850535	unrepeat
547	chr1	100037858	100039095	unrepeat
548	chr1	100042054	100042361	unrepeat
549	chr1	100132674	100133268	unrepeat
550	chr1	100351736	100352415	Simple_repeat
551	chr1	100718319	100718578	unrepeat
552	chr1	100896007	100896978	Simple_repeat
553	chr1	101025803	101026642	unrepeat
554	chr1	101178360	101179472	SINE
555	chr1	101235505	101236206	Simple_repeat
556	chr1	101307621	101308470	LTR
557	chr1	101309758	101310112	unrepeat
558	chr1	101311903	101312889	LTR
559	chr1	101357373	101358101	SINE
560	chr1	101358908	101359395	LTR
561	chr1	101367771	101368474	unrepeat
562	chr1	101369708	101369927	unrepeat
563	chr1	101371287	101371886	unrepeat
564	chr1	101389030	101389515	OthersRepeat
565	chr1	101400380	101401586	LINE
566	chr1	101407617	101411433	LINE
567	chr1	101420588	101420806	LTR
568	chr1	101432034	101433081	LINE
569	chr1	101434279	101434721	LTR
570	chr1	101435890	101436406	unrepeat
571	chr1	101437328	101438479	unrepeat
572	chr1	101440188	101440806	unrepeat
573	chr1	101447214	101447410	LTR
574	chr1	101452852	101453501	LTR
575	chr1	101507339	101507587	LTR
576	chr1	101750203	101750436	LINE
577	chr1	101926203	101926459	unrepeat
578	chr1	102161852	102162125	OthersRepeat
579	chr1	102166905	102167173	unrepeat
580	chr1	102184567	102184826	OthersRepeat
581	chr1	102192779	102193113	unrepeat
582	chr1	102239639	102239914	LINE
583	chr1	102368247	102368722	LTR
584	chr1	102399505	102399811	LTR
585	chr1	102435327	102436378	LTR
586	chr1	102675807	102676005	LTR
587	chr1	102688261	102688475	LTR
588	chr1	102865022	102865238	LTR
589	chr1	103088431	103088949	OthersRepeat
590	chr1	103327061	103327375	LINE
591	chr1	103518505	103519217	LTR
592	chr1	103520565	103520899	LTR
593	chr1	103521807	103524110	LINE
594	chr1	103525424	103526466	unrepeat
595	chr1	103530108	103530778	LINE
596	chr1	103783858	103784114	LTR
597	chr1	103793941	103794137	LINE
598	chr1	103813822	103814160	SINE
599	chr1	103926723	103927275	unrepeat
600	chr1	103942797	103943138	LINE
601	chr1	103959832	103960339	LTR
602	chr1	104048012	104048306	LINE
603	chr1	104057023	104057314	LINE
604	chr1	104073119	104073871	unrepeat
605	chr1	104083809	104085012	LTR
606	chr1	104108444	104108875	LTR
607	chr1	104452047	104452310	LTR
608	chr1	104464429	104465527	LTR
609	chr1	104468005	104468458	unrepeat
610	chr1	104489744	104490044	LINE
611	chr1	104558666	104558934	LTR
612	chr1	104592948	104593231	LTR
613	chr1	104655913	104657582	LINE
614	chr1	104704645	104704904	LINE
615	chr1	104706450	104707097	LTR
616	chr1	104709824	104710039	LINE
617	chr1	104735936	104736860	LINE
618	chr1	104757197	104757406	LTR
619	chr1	104759596	104761422	SINE
620	chr1	104765015	104766827	LINE
621	chr1	104768832	104769225	SINE
622	chr1	104779751	104780188	unrepeat
623	chr1	104895452	104895795	unrepeat
624	chr1	104903823	104904129	LTR
625	chr1	104927477	104928322	unrepeat
626	chr1	104932760	104934032	LTR
627	chr1	104947013	104948243	LTR
628	chr1	104950910	104951174	unrepeat
629	chr1	105005253	105005939	LTR
630	chr1	105027438	105027710	LINE
631	chr1	105060378	105060780	LTR
632	chr1	105071595	105072035	LINE
633	chr1	105205620	105205885	LINE
634	chr1	105301484	105302381	LINE
635	chr1	105442250	105442467	LTR
636	chr1	105461304	105461548	unrepeat
637	chr1	105597877	105598215	unrepeat
638	chr1	105622522	105623025	LINE
639	chr1	105632368	105632823	LTR
640	chr1	105801346	105801545	LTR
641	chr1	105850407	105850666	LTR
642	chr1	106121742	106121975	LTR
643	chr1	106181243	106181472	LTR
644	chr1	106713106	106713798	Simple_repeat
645	chr1	106948318	106948545	SINE
646	chr1	106968847	106969209	SINE
647	chr1	106982947	106983206	unrepeat
648	chr1	106990563	106990917	LINE
649	chr1	106995497	106996243	LTR
650	chr1	107007333	107007686	unrepeat
651	chr1	107056798	107057369	unrepeat
652	chr1	107442546	107443253	LINE
653	chr1	107444266	107445139	unrepeat
654	chr1	107446696	107448520	LINE
655	chr1	107450983	107452989	LINE
656	chr1	107514644	107514924	unrepeat
657	chr1	107923501	107923760	LTR
658	chr1	107935434	107935737	unrepeat
659	chr1	107963538	107964226	unrepeat
660	chr1	108043478	108043707	LINE
661	chr1	108556249	108557012	LTR
662	chr1	108563231	108563484	LTR
663	chr1	109621303	109621598	unrepeat
664	chr1	110872589	110872834	OthersRepeat
665	chr1	111200384	111200582	unrepeat
666	chr1	111221500	111223006	SINE
667	chr1	113859325	113859600	unrepeat
668	chr1	113929148	113929505	unrepeat
669	chr1	114700805	114701009	unrepeat
670	chr1	115098868	115099506	LINE
671	chr1	116161175	116161435	unrepeat
672	chr1	116377766	116378396	unrepeat
673	chr1	116557871	116559669	LINE
674	chr1	116737688	116738956	SINE
675	chr1	116769830	116770632	LINE
676	chr1	116772284	116772525	unrepeat
677	chr1	116825327	116825782	unrepeat
678	chr1	116827298	116827728	LINE
679	chr1	118914935	118915184	LINE
680	chr1	118916032	118916731	LINE
681	chr1	119004946	119005186	unrepeat
682	chr1	125180070	125180350	unrepeat
683	chr1	145979271	145979512	unrepeat
684	chr1	146039218	146039484	OthersRepeat
685	chr1	149886639	149888894	Simple_repeat
686	chr1	150159549	150160209	unrepeat
687	chr1	150161513	150162555	SINE
688	chr1	150562137	150562895	unrepeat
689	chr1	150568066	150568288	unrepeat
690	chr1	150629212	150629719	unrepeat
691	chr1	152909271	152909467	unrepeat
692	chr1	153946767	153946987	unrepeat
693	chr1	154182179	154182408	unrepeat
694	chr1	156103333	156103552	SINE
695	chr1	156194312	156194538	unrepeat
696	chr1	156488666	156489713	LINE
697	chr1	156497902	156498755	SINE
698	chr1	156749486	156749719	unrepeat
699	chr1	158284149	158284356	OthersRepeat
700	chr1	158285524	158287174	LTR
701	chr1	158292579	158292881	unrepeat
702	chr1	158607270	158607485	unrepeat
703	chr1	158828714	158829005	LTR
704	chr1	158829799	158830213	LTR
705	chr1	158831387	158831626	unrepeat
706	chr1	158932151	158932441	LINE
707	chr1	159014254	159014595	unrepeat
708	chr1	159069060	159069895	LINE
709	chr1	159076726	159077347	unrepeat
710	chr1	159829140	159829388	LINE
711	chr1	159861575	159861889	Simple_repeat
712	chr1	159910280	159911111	Simple_repeat
713	chr1	159958423	159958736	SINE
714	chr1	160031700	160031925	unrepeat
715	chr1	160557899	160558249	LINE
716	chr1	160606046	160606265	LINE
717	chr1	160643593	160643898	LINE
718	chr1	160646296	160646967	unrepeat
719	chr1	160789648	160790348	LINE
720	chr1	162367281	162367540	unrepeat
721	chr1	163321345	163321874	SINE
722	chr1	163486294	163486502	unrepeat
723	chr1	163765489	163765692	LINE
724	chr1	163913582	163913897	OthersRepeat
725	chr1	163949723	163950065	LTR
726	chr1	164017618	164017972	LINE
727	chr1	164208934	164209244	LTR
728	chr1	164552227	164552442	LTR
729	chr1	164594987	164595261	unrepeat
730	chr1	165631092	165631662	Simple_repeat
731	chr1	165827639	165827866	unrepeat
732	chr1	165875515	165875979	LTR
