peak_id	chromosome	start	end	annotated_element
275	chr1	12562613	12563516	LTR
276	chr1	12563618	12563949	LTR
277	chr1	12564285	12564437	LTR
278	chr1	12564594	12565433	unrepeat
279	chr1	12619430	12619604	unrepeat
280	chr1	12639223	12639518	unrepeat
281	chr1	12639557	12639857	OthersRepeat
282	chr1	12639987	12640135	LINE
283	chr1	12640216	12640930	LINE
284	chr1	12641007	12641549	LINE
285	chr1	12642011	12642505	LINE
286	chr1	12659219	12659477	LINE
287	chr1	12749264	12749689	SINE
288	chr1	1329794	1330420	Simple_repeat
289	chr1	1341177	1341365	unrepeat
290	chr1	1360934	1361117	Simple_repeat
291	chr1	1365906	1366491	Simple_repeat
292	chr1	1366536	1366970	unrepeat
293	chr1	13697777	13697965	LTR
294	chr1	1382185	1382385	unrepeat
295	chr1	13943033	13943346	LINE
296	chr1	14041740	14042029	LINE
297	chr1	14043017	14043233	LINE
298	chr1	1411729	1411954	Simple_repeat
299	chr1	1412356	1412662	LTR
300	chr1	1412958	1413249	LTR
301	chr1	1413808	1414055	LTR
302	chr1	143699435	143699569	OthersRepeat
303	chr1	14379108	14379263	LINE
304	chr1	14379907	14380388	LINE
305	chr1	14438290	14438669	LINE
306	chr1	145428852	145429123	LINE
307	chr1	145429582	145429925	LINE
308	chr1	14545289	14546171	LTR
309	chr1	145760772	145760893	LTR
310	chr1	145761755	145762009	LTR
311	chr1	145762804	145763074	LINE
312	chr1	145795233	145795453	LTR
313	chr1	145796653	145797555	LINE
314	chr1	145797626	145797791	LINE
315	chr1	145797833	145798094	LINE
316	chr1	145857497	145858062	unrepeat
317	chr1	145967361	145967873	LINE
318	chr1	1463295	1463637	unrepeat
319	chr1	1466585	1466826	LINE
320	chr1	147232151	147232493	LTR
321	chr1	147235932	147236368	LTR
322	chr1	147236479	147236914	LTR
323	chr1	147296717	147296874	unrepeat
324	chr1	147297947	147298287	unrepeat
325	chr1	147299669	147299799	unrepeat
326	chr1	147300074	147300358	SINE
327	chr1	147301391	147301789	LINE
328	chr1	147682759	147682912	LINE
329	chr1	14785072	14785349	LTR
330	chr1	14785398	14786021	SINE
331	chr1	14806225	14806621	OthersRepeat
332	chr1	14806673	14807524	LTR
333	chr1	14807653	14808146	LTR
334	chr1	14808767	14809019	LTR
335	chr1	148160326	148160499	unrepeat
336	chr1	14816256	14816638	LTR
337	chr1	148287402	148287668	Simple_repeat
338	chr1	148303527	148303656	unrepeat
339	chr1	148310391	148310747	LINE
340	chr1	148310885	148311159	LINE
341	chr1	148327332	148327629	unrepeat
342	chr1	148332093	148332370	LTR
343	chr1	14840976	14841144	LINE
344	chr1	14841497	14842700	LINE
345	chr1	14842794	14843518	LINE
346	chr1	1490177	1490348	unrepeat
347	chr1	1490748	1491145	unrepeat
348	chr1	1491261	1492048	LTR
349	chr1	1492501	1492755	SINE
350	chr1	149957943	149958253	LINE
351	chr1	149959494	149959896	LINE
352	chr1	150320564	150320993	SINE
353	chr1	1505910	1506212	SINE
354	chr1	15062418	15062753	unrepeat
355	chr1	150720690	150721034	unrepeat
356	chr1	150855677	150855914	SINE
357	chr1	150929935	150930404	OthersRepeat
358	chr1	150930874	150931080	LINE
359	chr1	150931924	150932152	LINE
360	chr1	151352151	151352488	LTR
361	chr1	151362227	151362723	LTR
362	chr1	151362962	151363209	LTR
363	chr1	151482106	151482344	unrepeat
364	chr1	151730901	151731060	LINE
365	chr1	151737262	151738068	LTR
366	chr1	151738106	151738398	LTR
367	chr1	151776837	151777009	SINE
368	chr1	151903610	151903823	unrepeat
369	chr1	151907276	151908536	LTR
370	chr1	15264886	15265226	LINE
371	chr1	1528992	1529218	unrepeat
372	chr1	1529439	1529695	unrepeat
373	chr1	1529746	1530510	LTR
374	chr1	153011659	153011822	unrepeat
375	chr1	15305339	15305739	SINE
376	chr1	1530882	1531199	SINE
377	chr1	15311848	15312241	LTR
378	chr1	1531297	1531508	SINE
379	chr1	1531864	1532130	SINE
380	chr1	15320152	15320464	LINE
381	chr1	153381399	153382087	LINE
382	chr1	15340579	15340855	OthersRepeat
383	chr1	153472259	153472401	LTR
384	chr1	153472904	153473059	LTR
385	chr1	153522793	153523019	LTR
386	chr1	15399236	15399916	SINE
387	chr1	15400010	15400585	LTR
388	chr1	154082701	154083157	LTR
389	chr1	154083426	154083610	LTR
390	chr1	154083843	154083963	LTR
391	chr1	154159250	154161090	LTR
392	chr1	154161179	154161483	LINE
393	chr1	154161749	154162135	unrepeat
394	chr1	154222331	154222778	LINE
395	chr1	154294562	154294916	SINE
396	chr1	154295233	154295667	LINE
397	chr1	154308613	154309102	LTR
398	chr1	154309170	154309384	unrepeat
399	chr1	154317749	154318034	LTR
400	chr1	154506132	154506276	LTR
401	chr1	154628316	154629151	LINE
402	chr1	154629963	154630796	LINE
403	chr1	154908479	154908926	unrepeat
404	chr1	155141213	155141595	LINE
405	chr1	155141640	155141952	LTR
406	chr1	155209406	155209691	SINE
407	chr1	155642509	155642857	LTR
408	chr1	155643189	155643514	LTR
409	chr1	155691247	155691653	LINE
410	chr1	155692245	155693671	LTR
411	chr1	155693870	155694175	unrepeat
412	chr1	155695276	155695584	LTR
413	chr1	155706257	155706439	LINE
414	chr1	15588305	15588557	LTR
415	chr1	15588794	15588988	SINE
416	chr1	156091700	156091873	LINE
417	chr1	156189105	156189558	LTR
418	chr1	1565602	1565972	unrepeat
419	chr1	15677285	15678256	LINE
420	chr1	156915758	156916069	unrepeat
421	chr1	157019609	157019927	LINE
422	chr1	157021604	157021820	SINE
423	chr1	157021925	157022373	LINE
424	chr1	157022476	157022678	LINE
425	chr1	157225171	157225398	unrepeat
426	chr1	157253383	157253736	LTR
427	chr1	157312870	157313143	LINE
428	chr1	157315323	157315598	LINE
429	chr1	157319525	157319773	LTR
430	chr1	157330637	157330808	LTR
431	chr1	157336317	157336510	LTR
432	chr1	157899345	157899532	unrepeat
433	chr1	158112577	158113127	LINE
434	chr1	158799259	158799494	unrepeat
435	chr1	158823721	158824170	LINE
436	chr1	158839318	158839657	unrepeat
437	chr1	159077635	159078143	LINE
438	chr1	1590994	1591196	LTR
439	chr1	159375863	159376049	LINE
440	chr1	159385015	159385159	LTR
441	chr1	159470173	159470329	LINE
442	chr1	159614012	159614137	unrepeat
443	chr1	15982507	15982702	LTR
444	chr1	15982739	15983546	LTR
445	chr1	15983597	15983867	unrepeat
446	chr1	160480982	160481242	LINE
447	chr1	160494254	160494496	unrepeat
448	chr1	160494536	160494740	LTR
449	chr1	160507621	160507833	LINE
450	chr1	160533909	160534313	LINE
451	chr1	160535113	160536467	LINE
452	chr1	160536537	160537492	LINE
453	chr1	160537762	160538418	LINE
454	chr1	160538670	160539092	LINE
455	chr1	160591817	160592030	LINE
456	chr1	160600954	160601253	LTR
457	chr1	160603568	160604345	LINE
458	chr1	160605354	160606412	LINE
459	chr1	160606542	160606979	LINE
460	chr1	160618729	160618861	unrepeat
461	chr1	160619050	160619204	unrepeat
462	chr1	160648787	160649033	OthersRepeat
463	chr1	160668849	160669104	LINE
464	chr1	160807360	160807646	LINE
465	chr1	160807843	160808163	LINE
466	chr1	160910208	160910597	LTR
467	chr1	160927581	160927766	LTR
468	chr1	16102483	16102873	LINE
469	chr1	16107987	16108476	unrepeat
470	chr1	16108737	16108980	LINE
471	chr1	161092342	161092618	LINE
472	chr1	161097911	161098059	SINE
473	chr1	161256153	161256403	LTR
474	chr1	161475477	161475690	LTR
475	chr1	161604614	161605132	OthersRepeat
476	chr1	161620222	161620553	unrepeat
477	chr1	162026162	162026438	unrepeat
478	chr1	162308720	162308887	unrepeat
479	chr1	16233782	16234116	LTR
480	chr1	162475238	162476275	LINE
481	chr1	162476465	162476921	LINE
482	chr1	162476977	162477393	SINE
483	chr1	162543237	162543386	LINE
484	chr1	162617148	162617859	LINE
485	chr1	162838410	162838808	LTR
486	chr1	163564417	163564612	unrepeat
487	chr1	163588410	163588575	unrepeat
488	chr1	163609561	163609827	unrepeat
489	chr1	163626171	163626416	unrepeat
490	chr1	163633403	163633666	LINE
491	chr1	163744522	163744831	LINE
492	chr1	163794807	163794927	unrepeat
493	chr1	163825114	163825345	LTR
494	chr1	163826055	163826208	LINE
495	chr1	163942107	163942362	Simple_repeat
496	chr1	163961999	163962229	LINE
497	chr1	164148418	164148751	LTR
498	chr1	164166375	164166551	OthersRepeat
499	chr1	164187126	164187391	unrepeat
500	chr1	164208652	164209041	LTR
501	chr1	164240073	164240458	LTR
502	chr1	164313605	164313795	unrepeat
503	chr1	164391006	164391268	LINE
504	chr1	164553478	164553629	unrepeat
505	chr1	1646375	1646633	LINE
506	chr1	164725001	164725217	unrepeat
507	chr1	1648270	1648414	unrepeat
508	chr1	164973240	164973469	unrepeat
509	chr1	16505474	16505776	unrepeat
510	chr1	1650974	1651191	unrepeat
511	chr1	165873178	165873646	unrepeat
512	chr1	165873876	165874061	LINE
513	chr1	165877390	165877641	LINE
514	chr1	166514553	166515052	LINE
515	chr1	166686013	166686351	LINE
516	chr1	166688487	166688646	unrepeat
517	chr1	166713090	166713276	LINE
518	chr1	166721388	166721733	LTR
519	chr1	166722228	166722396	SINE
520	chr1	166744861	166745351	LINE
521	chr1	166878677	166878886	LTR
522	chr1	167210177	167210328	unrepeat
523	chr1	16727447	16727668	unrepeat
524	chr1	167314998	167315139	LTR
525	chr1	167317422	167318062	LTR
526	chr1	167318814	167319483	LTR
527	chr1	167322174	167323152	LTR
528	chr1	167323306	167323640	OthersRepeat
529	chr1	167597086	167597425	LTR
530	chr1	167607233	167608008	LTR
531	chr1	167608131	167608445	LTR
532	chr1	167614795	167615350	LINE
533	chr1	167624709	167625372	LTR
534	chr1	167625829	167626006	LINE
535	chr1	167729316	167729770	unrepeat
536	chr1	167738514	167738759	LTR
537	chr1	16779979	16780127	unrepeat
538	chr1	167802205	167802734	LTR
539	chr1	167815364	167815660	LINE
540	chr1	167908940	167909492	LINE
541	chr1	167909538	167910867	LINE
542	chr1	167943549	167943825	LINE
543	chr1	167976136	167976639	SINE
544	chr1	168119354	168119517	LINE
545	chr1	168119641	168119836	LTR
546	chr1	168157792	168158012	LINE
547	chr1	168211366	168211692	LINE
548	chr1	168256166	168256390	LINE
549	chr1	168452128	168452403	LINE
550	chr1	168452654	168452925	unrepeat
551	chr1	168474506	168474962	LTR
552	chr1	1685521	1685911	LINE
553	chr1	16862451	16862626	unrepeat
554	chr1	16872752	16872893	unrepeat
555	chr1	16905928	16906322	unrepeat
556	chr1	16906604	16906921	LTR
557	chr1	169308105	169308840	unrepeat
558	chr1	169329541	169330102	LINE
559	chr1	169331034	169331275	LINE
560	chr1	169457424	169457828	LINE
561	chr1	169662368	169662507	LTR
562	chr1	169872157	169872809	LTR
563	chr1	170079021	170079296	LTR
564	chr1	170251594	170251896	unrepeat
565	chr1	170310717	170310955	unrepeat
566	chr1	170379140	170379380	LINE
567	chr1	170395198	170395416	LINE
568	chr1	170481643	170481914	LINE
569	chr1	170598093	170598302	LINE
570	chr1	170746247	170746434	unrepeat
571	chr1	170769063	170769286	unrepeat
572	chr1	170782929	170783115	LINE
573	chr1	170809834	170810017	unrepeat
574	chr1	170920317	170920870	unrepeat
575	chr1	170965140	170965381	unrepeat
576	chr1	170979136	170979370	LINE
577	chr1	171007168	171007532	LINE
578	chr1	171030340	171030501	LINE
579	chr1	171051551	171051677	LINE
580	chr1	171090638	171090839	unrepeat
581	chr1	171139960	171140145	unrepeat
582	chr1	17155655	17155895	LTR
583	chr1	171757144	171757512	LTR
584	chr1	171779460	171779594	LINE
585	chr1	171779836	171780141	unrepeat
586	chr1	172570759	172571133	LINE
587	chr1	172619962	172620435	LTR
588	chr1	172636618	172636971	LINE
589	chr1	172907821	172908119	LINE
590	chr1	172908219	172908402	LINE
591	chr1	172932916	172933299	unrepeat
592	chr1	17301183	17301340	unrepeat
593	chr1	17302046	17302212	LTR
594	chr1	173352108	173352451	unrepeat
595	chr1	173352874	173353199	LTR
596	chr1	173375764	173376241	OthersRepeat
597	chr1	173470464	173471379	LTR
598	chr1	173471706	173472199	LTR
599	chr1	173655052	173655256	LINE
600	chr1	173669509	173669962	unrepeat
601	chr1	173676153	173676437	LTR
602	chr1	173725135	173725851	SINE
603	chr1	173726057	173726293	LINE
604	chr1	173758865	173759148	LINE
605	chr1	173759208	173759900	LINE
606	chr1	173762716	173762841	LINE
607	chr1	173764563	173764789	LINE
608	chr1	174055568	174055918	LTR
609	chr1	174149373	174149528	unrepeat
610	chr1	174208983	174209634	OthersRepeat
611	chr1	174209771	174210315	LINE
612	chr1	174210512	174210660	LINE
613	chr1	174222300	174222440	unrepeat
614	chr1	174232963	174233091	LTR
615	chr1	174290116	174290446	LINE
616	chr1	174314888	174315151	LINE
617	chr1	174319499	174319684	LINE
618	chr1	174321658	174321821	LINE
619	chr1	174325649	174326266	LINE
620	chr1	174617799	174617978	LINE
621	chr1	174842475	174842812	SINE
622	chr1	174897428	174897921	SINE
623	chr1	174901367	174901492	LTR
624	chr1	174904277	174904618	LINE
625	chr1	174905961	174906091	unrepeat
626	chr1	175983660	175984164	LTR
627	chr1	175984593	175984957	LTR
628	chr1	176008670	176009293	LINE
629	chr1	176097274	176097406	LTR
630	chr1	176098646	176099608	LTR
631	chr1	176100620	176101342	LTR
632	chr1	176122568	176123067	unrepeat
633	chr1	176157493	176157709	LINE
634	chr1	1767153	1767454	unrepeat
635	chr1	1768203	1768496	LTR
636	chr1	1771232	1771795	LINE
637	chr1	1772095	1772584	SINE
638	chr1	177261887	177262089	LINE
639	chr1	177301276	177301488	unrepeat
640	chr1	177337535	177337786	unrepeat
641	chr1	1773726	1774047	SINE
642	chr1	177387089	177387247	SINE
643	chr1	177417413	177417854	unrepeat
644	chr1	177449409	177449624	unrepeat
645	chr1	177451595	177451808	LTR
646	chr1	177495709	177496001	unrepeat
647	chr1	177513489	177513665	SINE
648	chr1	17755305	17755491	LTR
649	chr1	177562731	177562967	LTR
650	chr1	177641836	177642016	unrepeat
651	chr1	177650803	177651093	unrepeat
652	chr1	177653361	177653577	unrepeat
653	chr1	177721404	177721782	unrepeat
654	chr1	177748870	177749290	LINE
655	chr1	177772426	177772635	LTR
656	chr1	177816965	177817086	unrepeat
657	chr1	177820573	177820704	unrepeat
658	chr1	177910905	177911098	unrepeat
659	chr1	179025027	179025276	LINE
660	chr1	179475104	179475345	LTR
661	chr1	179477196	179477466	unrepeat
662	chr1	179478620	179478757	LTR
663	chr1	179966323	179966925	LTR
664	chr1	180378830	180379162	LINE
665	chr1	180379869	180380326	SINE
666	chr1	180588001	180588669	LTR
667	chr1	180646125	180646300	OthersRepeat
668	chr1	180646783	180646942	OthersRepeat
669	chr1	180657983	180658409	LINE
670	chr1	180663087	180663336	LINE
671	chr1	180678004	180678205	LTR
672	chr1	180732445	180733042	LTR
673	chr1	180733341	180733881	LINE
674	chr1	180733964	180735279	LINE
675	chr1	180743315	180743832	LINE
676	chr1	180744	180921	Simple_repeat
677	chr1	180758095	180758280	LINE
678	chr1	180866486	180866706	unrepeat
679	chr1	181162919	181163370	LTR
680	chr1	181163800	181164324	LINE
681	chr1	181164903	181165422	LINE
682	chr1	181170556	181170775	LTR
683	chr1	181284719	181284880	unrepeat
684	chr1	181285094	181285421	LINE
685	chr1	182159630	182160015	LINE
686	chr1	18232431	18232834	LINE
687	chr1	182436913	182437331	OthersRepeat
688	chr1	182438467	182438733	LTR
689	chr1	182761783	182762100	OthersRepeat
690	chr1	182913210	182913558	LTR
691	chr1	184055110	184055537	LINE
692	chr1	18410569	18411195	unrepeat
693	chr1	18411249	18411739	LINE
694	chr1	18411781	18412043	LTR
695	chr1	18412124	18412299	SINE
696	chr1	18413067	18413427	SINE
697	chr1	184764074	184764219	unrepeat
698	chr1	185027051	185027856	LTR
699	chr1	185108691	185109026	LTR
700	chr1	185133310	185133590	LTR
701	chr1	185237132	185237287	LINE
702	chr1	185266338	185266507	unrepeat
703	chr1	185267204	185267494	SINE
704	chr1	185278189	185278518	LTR
705	chr1	185278671	185278932	OthersRepeat
706	chr1	185282710	185282894	LTR
707	chr1	185283072	185284320	LINE
708	chr1	185407544	185407790	LTR
709	chr1	185798157	185798529	LINE
710	chr1	186193485	186195299	LINE
711	chr1	186196231	186196738	LINE
712	chr1	186198549	186198821	unrepeat
713	chr1	186201211	186201369	Simple_repeat
714	chr1	186524090	186524215	LTR
715	chr1	186532057	186532331	LINE
716	chr1	186540369	186540674	LINE
717	chr1	186730526	186730789	LINE
718	chr1	186789650	186789845	LINE
719	chr1	186813291	186813482	unrepeat
720	chr1	186977693	186977942	unrepeat
721	chr1	187074483	187074991	LTR
722	chr1	187136895	187137086	unrepeat
723	chr1	187205396	187205537	unrepeat
724	chr1	187233452	187233615	LINE
725	chr1	187256119	187256318	unrepeat
726	chr1	187351095	187351423	unrepeat
727	chr1	187591911	187592125	LTR
728	chr1	187632133	187632427	unrepeat
729	chr1	187662747	187663022	unrepeat
730	chr1	187690359	187690547	LINE
731	chr1	187691489	187691835	LINE
732	chr1	187716619	187716794	Simple_repeat
733	chr1	187727227	187727499	LINE
734	chr1	187885512	187885754	unrepeat
735	chr1	187942275	187942467	OthersRepeat
736	chr1	187951095	187951506	unrepeat
737	chr1	187962497	187962705	unrepeat
738	chr1	187980614	187980767	LINE
739	chr1	188022114	188022389	unrepeat
740	chr1	188185893	188186099	LTR
741	chr1	188188756	188189041	unrepeat
742	chr1	188207153	188207433	LINE
743	chr1	188242168	188242359	unrepeat
744	chr1	188266067	188266326	LINE
745	chr1	188292435	188292687	LINE
