peak_id	chromosome	start	end	annotated_element
124	chr1	48969586	48976395	LINE
125	chr1	48985144	48995120	LINE
126	chr1	48997134	48998738	LINE
127	chr1	49000818	49028011	LINE
128	chr1	49030124	49031229	LINE
129	chr1	49034077	49055763	LINE
130	chr1	49057889	49075737	LINE
131	chr1	49077762	49084372	LINE
132	chr1	49087777	49127255	LINE
133	chr1	49130047	49138664	LINE
134	chr1	49140676	49146445	LINE
135	chr1	49148681	49153501	LINE
136	chr1	49155800	49165689	LINE
137	chr1	49173529	49178543	LINE
138	chr1	49180571	49192494	LINE
139	chr1	49194914	49235867	LINE
140	chr1	49240658	49247195	LINE
141	chr1	49249590	49302940	LINE
142	chr1	49305302	49310234	LTR
143	chr1	49312627	49314666	LINE
144	chr1	49317747	49320519	LTR
145	chr1	49322710	49331788	LINE
146	chr1	49334034	49341896	LINE
147	chr1	49344055	49345352	LINE
148	chr1	49347378	49350906	LINE
149	chr1	49353104	49354266	LTR
150	chr1	49356971	49363676	LINE
151	chr1	49372771	49379143	LINE
152	chr1	49382962	49391321	LINE
153	chr1	49401149	49420865	LINE
154	chr1	49422944	49442000	LINE
155	chr1	49444070	49456273	LINE
156	chr1	49458301	49525866	LINE
157	chr1	49528065	49534665	LINE
158	chr1	49539531	49552032	LINE
159	chr1	49557789	49567231	LINE
160	chr1	49572827	49590201	LINE
161	chr1	49596305	49633544	LINE
162	chr1	49636971	49638619	LINE
163	chr1	49641259	49642856	SINE
164	chr1	49650258	49672799	LINE
165	chr1	49679183	49697773	LINE
166	chr1	49700581	49715223	LINE
167	chr1	49717463	49727993	LINE
168	chr1	49730422	49770577	LINE
169	chr1	49772673	49833464	LINE
170	chr1	49836575	49850484	LINE
171	chr1	49854445	49865780	LINE
172	chr1	49868512	49869652	LINE
173	chr1	49874584	49893945	LINE
174	chr1	49896028	49901182	LINE
175	chr1	49903392	49936209	LINE
176	chr1	49938578	49947596	LINE
177	chr1	49950393	49972802	LINE
178	chr1	49975185	50005224	LINE
179	chr1	50007900	50012232	LINE
180	chr1	50014507	50016594	LINE
181	chr1	50019031	50019371	Simple_repeat
182	chr1	50023192	50023362	unrepeat
183	chr1	50034964	50038614	LINE
184	chr1	50040970	50042474	LINE
185	chr1	50060550	50063399	LINE
186	chr1	50070848	50076716	LINE
187	chr1	50080440	50082475	LINE
188	chr1	50089570	50092404	LINE
189	chr1	50094626	50094911	SINE
190	chr1	50118386	50121289	LINE
191	chr1	50130473	50133447	SINE
192	chr1	50136468	50137671	SINE
193	chr1	50144028	50148260	LINE
194	chr1	50157572	50160292	SINE
195	chr1	50162560	50166430	LINE
196	chr1	50174124	50179017	LINE
197	chr1	50181141	50182165	SINE
198	chr1	50184987	50186973	SINE
199	chr1	50189791	50190910	SINE
200	chr1	50194077	50194234	LINE
201	chr1	50206927	50215186	LINE
202	chr1	50234941	50236860	LINE
203	chr1	50257654	50260354	LINE
204	chr1	50277798	50278777	Simple_repeat
205	chr1	50311864	50312616	LINE
206	chr1	50398047	50399490	LINE
207	chr1	51126324	51128092	LINE
208	chr1	55493184	55494757	LINE
209	chr1	55507778	55507927	unrepeat
210	chr1	55514599	55515675	unrepeat
211	chr1	55547308	55548550	LINE
212	chr1	55566715	55570352	LTR
213	chr1	55573349	55573917	LINE
214	chr1	55581778	55583377	SINE
215	chr1	55585860	55586084	LINE
216	chr1	55638455	55638610	unrepeat
217	chr1	55776271	55777973	LINE
218	chr1	56608149	56609842	LTR
219	chr1	56673255	56678835	LINE
220	chr1	56868718	56869969	LINE
221	chr1	56886939	56887326	unrepeat
222	chr1	56890461	56891512	LINE
223	chr1	56900686	56900921	unrepeat
224	chr1	56906008	56908585	LINE
225	chr1	56916602	56917429	OthersRepeat
226	chr1	56929347	56933040	LINE
227	chr1	56935783	56940913	LINE
228	chr1	56959542	56962087	LINE
229	chr1	56972777	56973250	LTR
230	chr1	56978168	56978523	SINE
231	chr1	57036964	57037113	unrepeat
232	chr1	57040962	57042925	LTR
233	chr1	57076118	57078169	LINE
234	chr1	57080677	57080947	Simple_repeat
235	chr1	57094051	57094845	unrepeat
236	chr1	57202861	57203929	LINE
237	chr1	57268745	57270568	LTR
238	chr1	57287032	57287548	SINE
239	chr1	57333635	57335566	SINE
240	chr1	57349340	57350914	SINE
241	chr1	57355470	57360897	LINE
242	chr1	57371188	57373339	LINE
243	chr1	57375353	57379603	LINE
244	chr1	57383189	57386500	LINE
245	chr1	57389413	57390026	SINE
246	chr1	57395247	57395396	unrepeat
247	chr1	57397538	57397727	unrepeat
248	chr1	57440422	57445511	LINE
249	chr1	57465861	57466820	SINE
250	chr1	57471302	57476839	LINE
251	chr1	57482593	57482896	SINE
252	chr1	57485221	57486028	LINE
253	chr1	57489556	57489715	unrepeat
254	chr1	57501903	57502052	unrepeat
255	chr1	57507233	57508810	LINE
256	chr1	57516539	57522621	LINE
257	chr1	57525283	57527621	LINE
258	chr1	57530029	57531963	LTR
259	chr1	57537774	57540861	LINE
260	chr1	57542972	57543312	LTR
261	chr1	57546548	57547156	OthersRepeat
262	chr1	57553719	57556419	LINE
263	chr1	57558822	57563352	LTR
264	chr1	57572008	57575168	LINE
265	chr1	57585525	57587108	LINE
266	chr1	57589865	57590505	LTR
267	chr1	57592840	57594668	LINE
268	chr1	57598743	57600656	LINE
269	chr1	57615400	57620017	LINE
270	chr1	57622945	57623916	unrepeat
271	chr1	57631971	57632343	unrepeat
272	chr1	57647036	57650789	LINE
273	chr1	57657498	57661252	LINE
274	chr1	57670346	57670981	unrepeat
275	chr1	57674761	57679594	LINE
276	chr1	57682873	57683022	LINE
277	chr1	57685081	57685654	LINE
278	chr1	57688392	57690239	LINE
279	chr1	57693157	57698785	LINE
280	chr1	57708439	57710365	LINE
281	chr1	57721102	57724811	LINE
282	chr1	57726927	57727488	LINE
283	chr1	57730823	57732388	LINE
284	chr1	57752069	57757762	LINE
285	chr1	57770805	57772504	LINE
286	chr1	57786145	57786387	OthersRepeat
287	chr1	57789340	57789904	LTR
288	chr1	57791992	57792831	LINE
289	chr1	57802084	57802861	LTR
290	chr1	57805479	57808429	LINE
291	chr1	57810486	57810635	unrepeat
292	chr1	57826687	57828218	SINE
293	chr1	57830349	57832128	LINE
294	chr1	57842897	57843046	OthersRepeat
295	chr1	57845240	57848666	LINE
296	chr1	57858707	57860531	SINE
297	chr1	57883881	57884315	unrepeat
298	chr1	57912951	57914603	LINE
299	chr1	57938372	57944675	LINE
300	chr1	57955113	57957167	LTR
301	chr1	57960738	57962003	LINE
302	chr1	57965080	57967183	LINE
303	chr1	58017359	58017508	unrepeat
304	chr1	58195435	58195584	unrepeat
305	chr1	58199874	58200023	LTR
306	chr1	58261749	58262893	LINE
307	chr1	58276032	58277680	LINE
308	chr1	58280170	58281487	SINE
309	chr1	58284403	58284832	SINE
310	chr1	58287383	58290930	LINE
311	chr1	58328633	58328782	SINE
312	chr1	58356894	58359079	LINE
313	chr1	59881871	59882020	LINE
314	chr1	59885980	59887005	unrepeat
315	chr1	59951568	59953575	LINE
316	chr1	59983773	59985060	LTR
317	chr1	59987610	59989252	LTR
318	chr1	59993986	59995425	SINE
319	chr1	59997956	59998575	SINE
320	chr1	60001286	60001596	LINE
321	chr1	60005367	60016054	LINE
322	chr1	60018464	60021442	LINE
323	chr1	60025128	60041051	LINE
324	chr1	60043087	60055525	LINE
325	chr1	60057703	60059560	LINE
326	chr1	60068095	60082693	LINE
327	chr1	60096474	60096796	LINE
328	chr1	60103794	60104028	LINE
329	chr1	60106325	60113394	LINE
330	chr1	60115833	60124777	LINE
331	chr1	60127694	60129565	LINE
332	chr1	60144543	60145303	SINE
333	chr1	60147932	60152522	LINE
334	chr1	60162322	60168735	LINE
335	chr1	60171429	60171865	SINE
336	chr1	60178282	60197511	LINE
337	chr1	60199569	60209711	LINE
338	chr1	60212627	60217812	LINE
339	chr1	60222829	60229317	LINE
340	chr1	60232006	60232444	unrepeat
341	chr1	60235394	60236677	Simple_repeat
342	chr1	60240443	60256429	LINE
343	chr1	60261780	60263202	LINE
344	chr1	60269008	60274867	LINE
345	chr1	60276893	60284208	LINE
346	chr1	60286703	60291490	LINE
347	chr1	60306681	60322288	LINE
348	chr1	60324419	60332470	LINE
349	chr1	60334674	60358919	LINE
350	chr1	60366142	60372288	LINE
351	chr1	60375140	60381387	LINE
352	chr1	60383765	60396522	LINE
353	chr1	60405645	60472082	LINE
354	chr1	60474499	60526027	LINE
355	chr1	60528040	60545577	LINE
356	chr1	60548654	60549412	LINE
357	chr1	60551539	60551688	LINE
358	chr1	60554606	60569841	LINE
359	chr1	60572025	60588467	LINE
360	chr1	60593910	60622344	LINE
361	chr1	60624531	60627268	LINE
362	chr1	60629289	60646866	LINE
363	chr1	60649483	60650792	LINE
364	chr1	60653304	60657974	LINE
365	chr1	60660032	60662103	LINE
366	chr1	60664864	60676226	LINE
367	chr1	60678728	60679056	Simple_repeat
368	chr1	60681497	60686020	LINE
369	chr1	60689392	60733443	LINE
370	chr1	60737142	60737515	SINE
371	chr1	60739781	60744392	LINE
372	chr1	60746749	60750909	LINE
373	chr1	60756363	60770175	LINE
374	chr1	60773043	60778617	LINE
375	chr1	60785630	60801320	LINE
376	chr1	60804151	60804897	LINE
377	chr1	60806934	60813315	LINE
378	chr1	60816113	60818625	LINE
379	chr1	60825303	60825717	unrepeat
380	chr1	60828240	60830351	LINE
381	chr1	60833176	60838742	LINE
382	chr1	60845541	60846531	OthersRepeat
383	chr1	60850779	60851742	LINE
384	chr1	60853824	60863345	LINE
385	chr1	60865622	60868514	SINE
386	chr1	60883019	60885137	LINE
387	chr1	60887523	60889547	LINE
388	chr1	60894176	60897998	LINE
389	chr1	60903846	60906018	LINE
390	chr1	60926661	60927403	LINE
391	chr1	60930419	60931085	LINE
392	chr1	60934951	60935733	Simple_repeat
393	chr1	60940322	60942220	LINE
394	chr1	60952162	60953151	unrepeat
395	chr1	61003879	61004507	LINE
396	chr1	61007085	61007234	SINE
397	chr1	61012703	61017048	LINE
398	chr1	61092464	61092874	unrepeat
399	chr1	61115359	61116763	unrepeat
400	chr1	61125505	61127601	LINE
401	chr1	61145771	61150986	LINE
402	chr1	61179286	61180121	SINE
403	chr1	61184321	61186888	LINE
404	chr1	61204592	61207555	LINE
405	chr1	61222495	61224368	unrepeat
406	chr1	61227450	61231516	LINE
407	chr1	61297399	61297705	unrepeat
408	chr1	61379246	61379722	SINE
409	chr1	61386546	61392027	LINE
410	chr1	61397638	61397856	SINE
411	chr1	61432559	61432803	Simple_repeat
412	chr1	61483960	61484154	unrepeat
413	chr1	61487327	61490844	LINE
414	chr1	61511305	61511518	LTR
415	chr1	61522260	61523041	LINE
416	chr1	61530731	61531226	unrepeat
417	chr1	61534295	61538770	LINE
418	chr1	61551917	61552545	LINE
419	chr1	61560084	61560813	unrepeat
420	chr1	61563012	61563161	LINE
421	chr1	61568211	61570464	LTR
422	chr1	61828568	61828717	SINE
423	chr1	62302633	62302782	LTR
424	chr1	62358919	62360356	LTR
425	chr1	62362474	62364266	LINE
426	chr1	62887794	62890903	LINE
427	chr1	62895843	62896900	LINE
428	chr1	62919713	62920536	unrepeat
429	chr1	62935429	62935807	OthersRepeat
430	chr1	62939333	62939482	unrepeat
431	chr1	62953211	62953840	unrepeat
432	chr1	62972291	62973294	Simple_repeat
433	chr1	62984400	62985761	LINE
434	chr1	63015308	63015784	SINE
435	chr1	63024503	63027827	LINE
436	chr1	63031763	63033195	LTR
437	chr1	63040689	63044284	LINE
438	chr1	63046639	63050861	LINE
439	chr1	63065134	63070740	LINE
440	chr1	63150302	63151969	LINE
441	chr1	63159791	63167849	LINE
442	chr1	63182327	63183445	LINE
443	chr1	63198397	63198632	unrepeat
444	chr1	63200738	63201308	unrepeat
445	chr1	63209317	63212706	LINE
446	chr1	63216120	63216269	LINE
447	chr1	63219696	63223727	LINE
448	chr1	63231796	63233507	LINE
449	chr1	63237266	63237578	LINE
450	chr1	63241948	63245362	LINE
451	chr1	63291015	63291412	LINE
452	chr1	63664553	63665939	LTR
453	chr1	63697644	63697793	LINE
454	chr1	63714424	63723202	LINE
455	chr1	63726387	63727304	LTR
456	chr1	63744620	63745617	LTR
457	chr1	63749228	63751539	LINE
458	chr1	63756341	63758431	Simple_repeat
459	chr1	63762715	63763400	LINE
460	chr1	63796803	63798551	SINE
461	chr1	63801349	63801498	SINE
462	chr1	63806519	63808382	LINE
463	chr1	63819213	63820731	LINE
464	chr1	63825862	63826274	SINE
465	chr1	63829023	63830276	LINE
466	chr1	63832338	63835552	LINE
467	chr1	63864671	63865494	Simple_repeat
468	chr1	63935388	63937288	LINE
469	chr1	63940023	63942614	LINE
470	chr1	63944988	63951491	LINE
471	chr1	63953663	63958944	LINE
472	chr1	63965214	63966013	SINE
473	chr1	63968571	63970172	LINE
474	chr1	63977474	63979799	LINE
475	chr1	63986510	63986883	SINE
476	chr1	63989212	63989702	LINE
477	chr1	64003988	64004617	SINE
478	chr1	64069595	64075730	LINE
479	chr1	64077794	64082535	LINE
480	chr1	64094965	64095114	unrepeat
481	chr1	64261673	64262781	LINE
482	chr1	64276148	64278213	LINE
483	chr1	64288367	64288799	LINE
484	chr1	64293704	64294784	LTR
485	chr1	64314126	64315080	SINE
486	chr1	64323823	64324070	unrepeat
487	chr1	64328717	64330532	LTR
488	chr1	64333418	64336957	SINE
489	chr1	64339879	64341677	LINE
490	chr1	64345762	64358064	LINE
491	chr1	64364231	64370611	LINE
492	chr1	64374989	64380750	LINE
493	chr1	64391953	64392284	LINE
494	chr1	64394612	64396351	LINE
495	chr1	64398976	64405676	LINE
496	chr1	64408238	64409200	LINE
497	chr1	64412316	64412717	SINE
498	chr1	64420970	64424850	LINE
499	chr1	64427786	64434413	LINE
500	chr1	64436589	64437225	LTR
501	chr1	64440669	64442013	LINE
502	chr1	64444251	64444735	SINE
503	chr1	64447475	64449061	unrepeat
504	chr1	64451143	64452612	LINE
505	chr1	64482030	64482760	Simple_repeat
506	chr1	64485947	64494499	LINE
507	chr1	64498697	64500164	OthersRepeat
508	chr1	64513322	64523969	LINE
509	chr1	64527306	64537364	LINE
510	chr1	64546175	64550999	SINE
511	chr1	64553516	64554396	LINE
512	chr1	64563743	64582033	LINE
513	chr1	64584239	64590657	LINE
514	chr1	64592822	64595478	LINE
515	chr1	64597870	64608196	LINE
516	chr1	64610834	64614679	LINE
517	chr1	64620617	64623946	LINE
518	chr1	64638235	64638442	LINE
519	chr1	64642063	64643411	SINE
520	chr1	64645778	64653273	LINE
521	chr1	64662006	64664618	LINE
522	chr1	64666754	64667782	unrepeat
523	chr1	64669975	64671073	SINE
524	chr1	64674702	64675984	unrepeat
525	chr1	64707643	64707936	LTR
526	chr1	64710233	64712269	LINE
527	chr1	64718853	64731302	LINE
528	chr1	64750843	64753568	LINE
529	chr1	64756696	64758116	LINE
530	chr1	64760172	64763214	LINE
531	chr1	64766282	64768484	LINE
532	chr1	64770623	64776954	LINE
533	chr1	64790256	64791408	LTR
534	chr1	64818202	64819971	LINE
535	chr1	65102750	65104490	LINE
536	chr1	65109562	65110162	SINE
537	chr1	65116479	65121132	LINE
538	chr1	65125889	65126134	OthersRepeat
539	chr1	65128892	65131376	LINE
540	chr1	65162150	65162397	unrepeat
541	chr1	65176583	65182272	LINE
542	chr1	65187559	65187708	SINE
543	chr1	65190815	65196492	LINE
544	chr1	65203170	65204343	LINE
545	chr1	65235209	65235415	unrepeat
546	chr1	65275417	65275566	LINE
547	chr1	65280473	65282127	LINE
548	chr1	65290064	65293134	LINE
549	chr1	65295431	65297366	LINE
550	chr1	65312876	65324046	LINE
551	chr1	65326827	65346589	LINE
552	chr1	65353072	65361528	LINE
553	chr1	65366070	65366330	unrepeat
554	chr1	65368914	65371662	LINE
555	chr1	65374062	65375706	LINE
556	chr1	65377866	65395094	LINE
557	chr1	65455162	65457835	LINE
558	chr1	65472932	65474955	LINE
559	chr1	65477531	65478291	SINE
560	chr1	65483440	65483695	unrepeat
561	chr1	65490810	65505618	LINE
562	chr1	65510697	65519960	LINE
563	chr1	65532728	65533708	LINE
564	chr1	65537271	65537430	unrepeat
565	chr1	65539851	65540000	LTR
566	chr1	65542498	65558530	LINE
567	chr1	65565815	65568118	LINE
568	chr1	65572747	65583172	LINE
569	chr1	65585802	65588072	LINE
570	chr1	65595254	65598232	LINE
571	chr1	65600706	65601293	unrepeat
572	chr1	65607881	65611669	LINE
573	chr1	65614088	65634604	LINE
574	chr1	65640049	65652277	LINE
575	chr1	65654581	65657835	LINE
576	chr1	65667072	65673912	LINE
577	chr1	65701455	65702856	SINE
578	chr1	65704905	65709200	LINE
579	chr1	65714448	65716021	LINE
580	chr1	65718278	65719002	LINE
581	chr1	65722451	65737471	LINE
582	chr1	65740040	65752474	LINE
583	chr1	65757409	65758710	LTR
584	chr1	65761141	65773217	LINE
585	chr1	65775840	65781125	LINE
586	chr1	65784385	65788260	LINE
587	chr1	65822512	65822843	LTR
588	chr1	65830738	65833573	LINE
589	chr1	65835610	65846254	LINE
590	chr1	65849369	65851103	LINE
591	chr1	65857498	65872433	LINE
592	chr1	65874532	65883293	LINE
593	chr1	65887445	65891107	LINE
594	chr1	65896418	65896700	unrepeat
595	chr1	65904152	65909725	LINE
596	chr1	65912908	65914294	OthersRepeat
597	chr1	65917012	65917979	LINE
598	chr1	65920410	65923081	LTR
599	chr1	65925821	65926436	LINE
600	chr1	65930411	65948832	LINE
601	chr1	65961715	65978020	LINE
602	chr1	65983021	65994603	LINE
603	chr1	65996617	66006344	LINE
604	chr1	66008803	66010670	LINE
605	chr1	66013215	66018962	LINE
606	chr1	66021344	66022375	LINE
607	chr1	66033246	66064769	LINE
608	chr1	66066984	66090747	LINE
609	chr1	66095621	66122008	LINE
610	chr1	66126341	66127157	LINE
611	chr1	66132414	66137612	LINE
612	chr1	66139815	66143115	LINE
613	chr1	66145840	66149531	LINE
614	chr1	66153339	66161835	LINE
615	chr1	66168383	66177570	LINE
616	chr1	66179599	66186974	LINE
617	chr1	66190348	66191013	LINE
618	chr1	66198676	66205256	LINE
619	chr1	66208934	66212841	LINE
620	chr1	66215243	66217359	LTR
621	chr1	66220182	66220994	unrepeat
622	chr1	66223348	66223659	LINE
623	chr1	66227103	66228214	LINE
624	chr1	66313419	66314076	SINE
625	chr1	66465162	66471296	LINE
626	chr1	66473895	66476166	LINE
627	chr1	66482199	66485620	LINE
628	chr1	66491756	66497365	LINE
629	chr1	66505385	66510401	LINE
630	chr1	66519333	66529493	LINE
631	chr1	66533156	66533516	unrepeat
632	chr1	66540456	66571475	LINE
633	chr1	66573483	66586342	LINE
634	chr1	66589239	66605183	LINE
635	chr1	66607342	66616115	LINE
636	chr1	66620726	66625099	LINE
637	chr1	66627351	66635538	LINE
638	chr1	66637768	66689960	LINE
639	chr1	66698821	66699775	LINE
640	chr1	66702403	66704328	SINE
641	chr1	66709086	66718734	LINE
642	chr1	66721600	66721770	unrepeat
643	chr1	66725160	66726486	LINE
644	chr1	66728525	66731477	LINE
645	chr1	66741620	66742601	SINE
646	chr1	66751767	66754077	LINE
647	chr1	66756640	66757620	OthersRepeat
648	chr1	66775661	66782818	LINE
649	chr1	66795340	66797264	LINE
650	chr1	66799365	66814482	LINE
651	chr1	66817294	66827103	LINE
652	chr1	66829116	66830612	LINE
653	chr1	66834036	66838749	LINE
654	chr1	66842104	66853103	LINE
655	chr1	66859348	66859828	LINE
656	chr1	66863668	66866262	LINE
657	chr1	66868374	66872515	LINE
658	chr1	66875697	66878089	LTR
659	chr1	66880592	66881864	LTR
660	chr1	66890104	66892765	LINE
661	chr1	66894793	66902968	LINE
662	chr1	66908251	66908603	LTR
663	chr1	67861690	67862530	Simple_repeat
664	chr1	67869827	67873190	LINE
665	chr1	67892193	67897589	LINE
666	chr1	67903058	67909169	LINE
667	chr1	67912586	67916337	LTR
668	chr1	67921557	67929703	LINE
669	chr1	67936086	67938774	LTR
670	chr1	67942291	67942823	LINE
671	chr1	67945390	67950472	LINE
672	chr1	67953069	67953555	LTR
673	chr1	67956181	67964363	LINE
674	chr1	67966461	67969396	LINE
675	chr1	67971900	67988653	LINE
676	chr1	68002605	68003250	LTR
677	chr1	68013828	68021222	LINE
678	chr1	68029286	68045303	LINE
679	chr1	68056946	68064165	LINE
680	chr1	68066616	68070466	LINE
681	chr1	68072623	68083627	LINE
682	chr1	68085988	68091579	LINE
683	chr1	68096887	68098903	LINE
684	chr1	68102502	68103604	unrepeat
685	chr1	68106282	68108680	LINE
686	chr1	68132100	68140272	LINE
687	chr1	68152270	68153365	SINE
688	chr1	68155960	68156963	unrepeat
689	chr1	68173405	68174540	Simple_repeat
690	chr1	68183955	68184514	unrepeat
691	chr1	68189308	68189846	SINE
692	chr1	68198425	68199773	LINE
693	chr1	68202326	68203861	LINE
694	chr1	68207059	68210590	LINE
695	chr1	68214334	68215116	LTR
696	chr1	68226100	68226823	SINE
697	chr1	68234198	68235399	LTR
698	chr1	68242583	68248147	LINE
699	chr1	68253375	68258088	LINE
700	chr1	68266636	68267513	LINE
701	chr1	68269821	68270928	SINE
702	chr1	68274062	68274815	SINE
703	chr1	68303821	68304332	unrepeat
704	chr1	68308113	68310971	LTR
705	chr1	68325264	68327223	LINE
706	chr1	68332502	68332907	unrepeat
707	chr1	68362799	68370068	LINE
708	chr1	68375778	68378828	LINE
709	chr1	68382120	68384237	LINE
710	chr1	68386251	68389538	LTR
711	chr1	68391764	68394071	LINE
712	chr1	68405186	68412021	LINE
713	chr1	68414602	68416095	LINE
714	chr1	68418280	68424036	LINE
715	chr1	68429189	68440762	LINE
716	chr1	68449525	68453099	LINE
717	chr1	68456716	68457659	LINE
718	chr1	68460989	68464344	LINE
719	chr1	68504455	68506320	LINE
720	chr1	68514692	68517675	LINE
721	chr1	68520750	68525782	LINE
722	chr1	68528008	68531007	LINE
723	chr1	68533310	68534282	LINE
724	chr1	68537094	68539327	LINE
725	chr1	68546355	68557453	LINE
726	chr1	68559576	68561613	LINE
727	chr1	68566135	68587325	LINE
728	chr1	68589800	68628088	LINE
729	chr1	68633341	68649070	LINE
730	chr1	68668426	68676678	LINE
731	chr1	68679124	68730214	LINE
732	chr1	68732369	68733871	LINE
733	chr1	68738411	68747589	LINE
734	chr1	68752623	68763272	LINE
735	chr1	68766451	68789546	LINE
736	chr1	68795725	68815774	LINE
737	chr1	68821582	68837127	LINE
738	chr1	68839501	68882435	LINE
739	chr1	68884682	68890246	LINE
740	chr1	68892271	68896124	LINE
741	chr1	68900757	68907512	LINE
742	chr1	68910071	68928959	LINE
743	chr1	68931108	68937325	LINE
744	chr1	68939332	68940897	LINE
745	chr1	68943600	68946365	LINE
746	chr1	68953295	68961444	LINE
747	chr1	68964144	68970756	LINE
748	chr1	68974529	69010978	LINE
749	chr1	69013724	69016686	LINE
750	chr1	69022882	69024981	LINE
751	chr1	69028293	69047566	LINE
752	chr1	69065834	69072696	LINE
753	chr1	69075032	69079207	LINE
754	chr1	69083265	69087680	LINE
755	chr1	69090116	69090265	unrepeat
756	chr1	69092632	69100475	LTR
757	chr1	69102597	69128599	LINE
758	chr1	69131216	69167409	LINE
759	chr1	69170355	69171549	LTR
760	chr1	69180754	69186587	LINE
761	chr1	69196123	69198513	LINE
