bin_pos	Sum_Signal	repeat_percentage
chr1-2870000-2875000	16	0.1612
chr1-2875000-2880000	1	0.019
chr1-2880000-2885000	6	0.0206
chr1-2885000-2890000	19	0.1458
chr1-2890000-2895000	11	0.213
chr1-2895000-2900000	44	0.6012
chr1-2900000-2905000	18	0.1722
chr1-2905000-2910000	18	0.194
chr1-2910000-2915000	6	0.0546
chr1-2915000-2920000	35	0.2992
chr1-2920000-2925000	18	0.1798
chr1-2925000-2930000	14	0.1472
chr1-2930000-2935000	24	0.2344
chr1-2935000-2940000	19	0.1348
chr1-2940000-2945000	52	0.4242
chr1-2945000-2950000	8	0.2088
chr1-2950000-2955000	24	0.3818
chr1-2955000-2960000	81	0.8192
chr1-2960000-2965000	22	0.308
chr1-2965000-2970000	31	0.2708
chr1-2975000-2980000	3	0.0364
chr1-2980000-2985000	15	0.2474
chr1-2985000-2990000	10	0.207
chr1-2990000-2995000	69	0.7114
chr1-2995000-3000000	62	0.8544
chr1-3000000-3005000	31	0.3634
chr1-3005000-3010000	45	0.539
chr1-3010000-3015000	32	0.432
chr1-3015000-3020000	12	0.2344
chr1-3020000-3025000	9	0.213
chr1-3025000-3030000	15	0.207
chr1-3030000-3035000	9	0.09
chr1-3035000-3040000	18	0.2264
chr1-3040000-3045000	11	0.0966
chr1-3045000-3050000	7	0.1706
chr1-3050000-3055000	28	0.4234
chr1-3055000-3060000	46	0.593
chr1-3095000-3100000	6	0.031
chr1-3100000-3105000	6	0.1136
chr1-3105000-3110000	16	0.152
chr1-3110000-3115000	30	0.2688
chr1-3140000-3145000	12	0.1322
chr1-3145000-3150000	15	0.1984
chr1-3150000-3155000	6	0.1092
chr1-3155000-3160000	2	0.0556
chr1-3160000-3165000	8	0.1624
chr1-3165000-3170000	7	0.0596
chr1-3170000-3175000	15	0.2232
chr1-3175000-3180000	37	0.3402
chr1-3180000-3185000	4	0.0826
chr1-3195000-3200000	1	0.0484
chr1-3200000-3205000	18	0.2204
chr1-3220000-3225000	1	0.0782
chr1-3225000-3230000	3	0.0992
chr1-3230000-3235000	6	0.0904
chr1-3240000-3245000	4	0.0278
chr1-3250000-3255000	15	0.3588
chr1-3255000-3260000	19	0.3662
chr1-3260000-3265000	13	0.2106
chr1-3265000-3270000	20	0.196
chr1-3270000-3275000	4	0.0344
chr1-3290000-3295000	10	0.0796
chr1-3295000-3300000	11	0.143
chr1-3300000-3305000	24	0.4402
chr1-3310000-3315000	4	0.0108
chr1-3320000-3325000	19	0.208
chr1-3325000-3330000	13	0.1346
chr1-3330000-3335000	32	0.3868
chr1-3335000-3340000	8	0.076
chr1-3340000-3345000	62	0.5436
chr1-3345000-3350000	14	0.1096
chr1-3350000-3355000	9	0.0578
chr1-3355000-3360000	6	0.0842
chr1-3380000-3385000	10	0.1436
chr1-3390000-3395000	1	0.0586
chr1-3405000-3410000	3	0.0806
chr1-3410000-3415000	3	0.038
chr1-3435000-3440000	6	0.1094
chr1-3440000-3445000	16	0.3488
chr1-3445000-3450000	18	0.3054
chr1-3460000-3465000	4	0.031
chr1-3510000-3515000	4	0.0738
chr1-3535000-3540000	1	0.0182
chr1-3540000-3545000	4	0.0646
chr1-3555000-3560000	8	0.228
chr1-3570000-3575000	8	0.07
chr1-3575000-3580000	5	0.0308
chr1-3580000-3585000	14	0.187
chr1-3585000-3590000	18	0.2952
chr1-3600000-3605000	1	0.0082
chr1-3605000-3610000	13	0.1436
chr1-3620000-3625000	8	0.1992
chr1-3765000-3770000	14	0.187
chr1-3795000-3800000	5	0.0834
chr1-3800000-3805000	29	0.6268
chr1-3805000-3810000	44	0.592
chr1-3820000-3825000	11	0.3468
chr1-3860000-3865000	17	0.4274
chr1-3865000-3870000	27	0.3796
chr1-3870000-3875000	22	0.4026
chr1-3875000-3880000	31	0.5672
chr1-3880000-3885000	5	0.2222
chr1-3890000-3895000	15	0.1716
chr1-3895000-3900000	52	0.7034
chr1-3905000-3910000	11	0.1994
chr1-3910000-3915000	4	0.2512
chr1-3915000-3920000	26	0.3848
chr1-3920000-3925000	44	0.5924
chr1-3925000-3930000	20	0.4476
chr1-3930000-3935000	26	0.4458
chr1-3940000-3945000	11	0.2432
chr1-3945000-3950000	23	0.3564
chr1-3950000-3955000	45	0.5888
chr1-3955000-3960000	2	0.0068
chr1-3965000-3970000	12	0.1534
chr1-3970000-3975000	18	0.3968
chr1-3975000-3980000	14	0.2398
chr1-3990000-3995000	4	0.0618
chr1-3995000-4000000	24	0.4092
chr1-4000000-4005000	6	0.1592
chr1-4005000-4010000	26	0.3734
chr1-4010000-4015000	15	0.1772
chr1-4015000-4020000	24	0.4412
chr1-4025000-4030000	32	0.4306
chr1-4030000-4035000	60	0.722
chr1-4035000-4040000	34	0.9942
chr1-4045000-4050000	6	0.1288
chr1-4050000-4055000	28	0.5236
chr1-4055000-4060000	17	0.2252
chr1-4060000-4065000	38	0.3344
chr1-4065000-4070000	52	0.5238
chr1-4070000-4075000	13	0.2162
chr1-4075000-4080000	15	0.3494
chr1-4080000-4085000	28	0.4282
chr1-4085000-4090000	12	0.0826
chr1-4090000-4095000	23	0.3078
chr1-4095000-4100000	5	0.0864
chr1-4100000-4105000	18	0.4914
chr1-4105000-4110000	15	0.2874
chr1-4110000-4115000	30	0.4208
chr1-4115000-4120000	27	0.409
chr1-4120000-4125000	3	0.0658
chr1-4125000-4130000	22	0.4282
chr1-4130000-4135000	6	0.074
chr1-4135000-4140000	30	0.2512
chr1-4140000-4145000	25	0.3196
chr1-4155000-4160000	4	0.0142
chr1-4160000-4165000	44	0.448
chr1-4165000-4170000	32	0.3776
chr1-4170000-4175000	24	0.3138
chr1-4175000-4180000	47	0.545
chr1-4180000-4185000	69	0.886
chr1-4185000-4190000	109	1
chr1-4190000-4195000	116	1
chr1-4195000-4200000	51	1
chr1-4200000-4205000	65	0.6644
chr1-4205000-4210000	59	0.626
chr1-4210000-4215000	57	0.451
chr1-4215000-4220000	30	0.378
chr1-4220000-4225000	13	0.1868
chr1-4225000-4230000	37	0.6522
chr1-4230000-4235000	30	0.5514
chr1-4235000-4240000	89	0.808
chr1-4240000-4245000	100	0.9946
chr1-4245000-4250000	87	0.913
chr1-4250000-4255000	105	0.8214
chr1-4255000-4260000	100	0.6982
chr1-4260000-4265000	99	0.7818
chr1-4265000-4270000	37	0.3186
chr1-4270000-4275000	50	0.5068
chr1-4275000-4280000	52	0.456
chr1-4280000-4285000	48	0.4268
chr1-4285000-4290000	76	0.9164
chr1-4290000-4295000	39	0.5194
chr1-4295000-4300000	40	0.433
chr1-4300000-4305000	35	0.3806
chr1-4305000-4310000	30	0.2768
chr1-4310000-4315000	115	0.7662
chr1-4315000-4320000	102	0.6586
chr1-4320000-4325000	20	0.173
chr1-4325000-4330000	45	0.458
chr1-4330000-4335000	25	0.2136
chr1-4335000-4340000	31	0.2428
chr1-4340000-4345000	44	0.3172
chr1-4345000-4350000	68	0.6646
chr1-4350000-4355000	47	0.4352
chr1-4355000-4360000	26	0.2798
chr1-4360000-4365000	46	0.3576
chr1-4365000-4370000	56	0.4342
chr1-4370000-4375000	91	0.6688
chr1-4375000-4380000	61	0.4508
chr1-4380000-4385000	87	0.61
chr1-4385000-4390000	86	0.5286
chr1-4390000-4395000	62	0.589
chr1-4395000-4400000	15	0.149
chr1-4400000-4405000	61	0.534
chr1-4405000-4410000	16	0.256
chr1-4410000-4415000	76	0.8396
chr1-4415000-4420000	34	0.3302
chr1-4420000-4425000	58	0.4668
chr1-4425000-4430000	37	0.2714
chr1-4430000-4435000	32	0.3458
chr1-4435000-4440000	49	0.6216
chr1-4440000-4445000	62	0.6868
chr1-4445000-4450000	36	0.4848
chr1-4450000-4455000	59	0.6794
chr1-4455000-4460000	45	0.6732
chr1-4460000-4465000	26	0.227
chr1-4465000-4470000	35	0.481
chr1-4470000-4475000	35	0.473
chr1-4475000-4480000	61	0.6876
chr1-4480000-4485000	18	0.139
chr1-4485000-4490000	29	0.2032
chr1-4490000-4495000	73	0.6488
chr1-4495000-4500000	43	0.4706
chr1-4500000-4505000	32	0.6474
chr1-4505000-4510000	23	0.3236
chr1-4510000-4515000	11	0.1564
chr1-4515000-4520000	13	0.2244
chr1-4520000-4525000	14	0.2792
chr1-4525000-4530000	43	0.3974
chr1-4530000-4535000	41	0.4826
chr1-4535000-4540000	23	0.4778
chr1-4540000-4545000	61	0.7854
chr1-4550000-4555000	9	0.1474
chr1-4555000-4560000	68	0.501
chr1-4560000-4565000	21	0.398
chr1-4565000-4570000	23	0.3306
chr1-4570000-4575000	54	0.665
chr1-4575000-4580000	51	0.7772
chr1-4580000-4585000	13	0.2766
chr1-4585000-4590000	66	0.986
chr1-4590000-4595000	35	0.496
chr1-4595000-4600000	14	0.2512
chr1-4600000-4605000	33	0.1758
chr1-4605000-4610000	52	0.4856
chr1-4610000-4615000	23	0.2104
chr1-4615000-4620000	5	0.0818
chr1-4620000-4625000	20	0.396
chr1-4625000-4630000	26	0.2674
chr1-4630000-4635000	56	0.5084
chr1-4635000-4640000	21	0.3086
chr1-4640000-4645000	22	0.4682
chr1-4645000-4650000	33	0.4376
chr1-4650000-4655000	12	0.224
chr1-4655000-4660000	6	0.0654
chr1-4660000-4665000	26	0.3828
chr1-4665000-4670000	45	0.4086
chr1-4670000-4675000	34	0.3118
chr1-4675000-4680000	44	0.4664
chr1-4680000-4685000	15	0.2598
chr1-4685000-4690000	16	0.1698
chr1-4690000-4695000	15	0.2104
chr1-4695000-4700000	25	0.2464
chr1-4700000-4705000	19	0.2588
chr1-4705000-4710000	29	0.403
chr1-4710000-4715000	5	0.0498
chr1-4715000-4720000	35	0.2972
chr1-4720000-4725000	39	0.3788
chr1-4725000-4730000	15	0.2736
chr1-4730000-4735000	15	0.14
chr1-4735000-4740000	14	0.2156
chr1-4740000-4745000	33	0.4434
chr1-4745000-4750000	25	0.379
chr1-4750000-4755000	34	0.3014
chr1-4755000-4760000	31	0.3496
chr1-4760000-4765000	70	0.4536
chr1-4765000-4770000	12	0.1676
chr1-4775000-4780000	4	0.1498
chr1-4780000-4785000	30	0.3384
chr1-4785000-4790000	9	0.0496
chr1-4790000-4795000	18	0.117
chr1-4795000-4800000	39	0.2376
chr1-4800000-4805000	23	0.2986
chr1-4805000-4810000	81	0.947
chr1-4810000-4815000	69	0.9992
chr1-4815000-4820000	83	0.9002
chr1-4820000-4825000	76	0.6848
chr1-4825000-4830000	25	0.2284
chr1-4830000-4835000	71	0.5518
chr1-4835000-4840000	57	0.5462
chr1-4840000-4845000	63	0.97
chr1-4845000-4850000	82	0.901
chr1-4850000-4855000	41	0.2576
chr1-4855000-4860000	110	0.8568
chr1-4860000-4865000	99	0.9978
chr1-4865000-4870000	60	0.5484
chr1-4870000-4875000	37	0.287
chr1-4875000-4880000	43	0.4406
chr1-4880000-4885000	69	0.5308
chr1-4885000-4890000	58	0.597
chr1-4890000-4895000	61	0.6038
chr1-4895000-4900000	48	0.4302
chr1-4900000-4905000	66	0.7512
chr1-4905000-4910000	48	0.3416
chr1-4910000-4915000	64	0.3794
chr1-4915000-4920000	104	0.7362
chr1-4920000-4925000	66	0.5844
chr1-4925000-4930000	43	0.3902
chr1-4930000-4935000	54	0.4394
chr1-4935000-4940000	22	0.1478
chr1-4940000-4945000	9	0.1476
chr1-4945000-4950000	28	0.1712
chr1-4950000-4955000	58	0.5078
chr1-4955000-4960000	33	0.268
chr1-4960000-4965000	12	0.14
chr1-4965000-4970000	58	0.531
chr1-4970000-4975000	22	0.1808
chr1-4975000-4980000	8	0.215
chr1-4980000-4985000	25	0.2402
chr1-4985000-4990000	22	0.2772
chr1-4990000-4995000	80	1
chr1-4995000-5000000	74	0.7362
chr1-5000000-5005000	46	0.4082
chr1-5005000-5010000	52	0.3082
chr1-5010000-5015000	21	0.195
chr1-5015000-5020000	53	0.5618
chr1-5020000-5025000	54	0.5356
chr1-5025000-5030000	47	0.5426
chr1-5030000-5035000	79	0.5394
chr1-5035000-5040000	44	0.4344
chr1-5040000-5045000	46	0.671
chr1-5045000-5050000	127	1
chr1-5050000-5055000	98	0.9958
chr1-5055000-5060000	81	1
chr1-5060000-5065000	90	0.9604
chr1-5065000-5070000	51	0.6824
chr1-5070000-5075000	60	0.952
chr1-5075000-5080000	34	0.4868
chr1-5080000-5085000	91	0.574
chr1-5085000-5090000	61	0.7162
chr1-5090000-5095000	66	0.7136
chr1-5095000-5100000	60	0.6946
chr1-5100000-5105000	77	0.8154
chr1-5105000-5110000	67	0.5618
chr1-5110000-5115000	67	0.6968
chr1-5115000-5120000	85	0.8822
chr1-5120000-5125000	66	0.7064
chr1-5125000-5130000	40	0.5532
chr1-5130000-5135000	31	0.3252
chr1-5135000-5140000	14	0.219
chr1-5140000-5145000	15	0.1512
chr1-5145000-5150000	29	0.329
chr1-5150000-5155000	71	0.6026
chr1-5155000-5160000	31	0.3868
chr1-5160000-5165000	32	0.3468
chr1-5165000-5170000	54	0.458
chr1-5170000-5175000	35	0.35
chr1-5175000-5180000	23	0.2858
chr1-5180000-5185000	95	0.782
chr1-5185000-5190000	33	0.2536
chr1-5190000-5195000	39	0.279
chr1-5195000-5200000	52	0.4796
chr1-5200000-5205000	27	0.3254
chr1-5205000-5210000	21	0.1824
chr1-5210000-5215000	7	0.0686
chr1-5215000-5220000	42	0.7504
chr1-5220000-5225000	20	0.2228
chr1-5225000-5230000	40	0.5356
chr1-5230000-5235000	54	0.6464
chr1-5235000-5240000	58	0.6182
chr1-5240000-5245000	11	0.1718
chr1-5245000-5250000	52	0.7204
chr1-5250000-5255000	18	0.308
chr1-5255000-5260000	110	0.8704
chr1-5260000-5265000	65	0.5334
chr1-5265000-5270000	38	0.3838
chr1-5270000-5275000	24	0.2018
chr1-5275000-5280000	33	0.291
chr1-5280000-5285000	90	0.5862
chr1-5285000-5290000	72	0.5494
chr1-5290000-5295000	19	0.3474
chr1-5295000-5300000	36	0.4044
chr1-5300000-5305000	48	0.485
chr1-5305000-5310000	36	0.4642
chr1-5310000-5315000	19	0.3818
chr1-5315000-5320000	26	0.5178
chr1-5320000-5325000	26	0.263
chr1-5325000-5330000	46	0.3128
chr1-5330000-5335000	20	0.3244
chr1-5335000-5340000	71	0.4922
chr1-5340000-5345000	47	0.377
chr1-5345000-5350000	36	0.4548
chr1-5350000-5355000	84	0.9804
chr1-5355000-5360000	71	0.84
chr1-5360000-5365000	44	0.4284
chr1-5365000-5370000	49	0.5898
chr1-5370000-5375000	61	0.5952
chr1-5375000-5380000	19	0.246
chr1-5380000-5385000	40	0.314
chr1-5385000-5390000	49	0.3038
chr1-5390000-5395000	22	0.275
chr1-5395000-5400000	41	0.3722
chr1-5400000-5405000	35	0.286
chr1-5405000-5410000	47	0.456
chr1-5410000-5415000	22	0.2518
chr1-5415000-5420000	21	0.3024
chr1-5420000-5425000	13	0.2424
chr1-5425000-5430000	15	0.2936
chr1-5430000-5435000	6	0.0732
chr1-5435000-5440000	44	0.6138
chr1-5440000-5445000	32	0.4418
chr1-5445000-5450000	6	0.098
chr1-5450000-5455000	12	0.2398
chr1-5455000-5460000	36	0.3628
chr1-5460000-5465000	14	0.2534
chr1-5465000-5470000	30	0.3182
chr1-5470000-5475000	25	0.4358
chr1-5475000-5480000	20	0.5688
chr1-5495000-5500000	1	0.088
chr1-5500000-5505000	15	0.1706
chr1-5515000-5520000	10	0.1808
chr1-5530000-5535000	35	0.5888
chr1-5535000-5540000	16	0.2524
chr1-5540000-5545000	25	0.625
chr1-5545000-5550000	22	0.576
chr1-5550000-5555000	32	0.6252
chr1-5555000-5560000	26	0.5728
chr1-5560000-5565000	34	0.4888
chr1-5565000-5570000	32	0.6656
chr1-5570000-5575000	36	0.7762
chr1-5575000-5580000	56	0.8772
chr1-5580000-5585000	44	0.364
chr1-5590000-5595000	19	0.2954
chr1-5595000-5600000	12	0.1748
chr1-5600000-5605000	24	0.5466
chr1-5610000-5615000	12	0.1292
chr1-5615000-5620000	12	0.0328
chr1-5625000-5630000	6	0.1184
chr1-5640000-5645000	17	0.3302
chr1-5645000-5650000	29	0.4294
chr1-5650000-5655000	38	0.5804
chr1-5655000-5660000	5	0.0638
chr1-5665000-5670000	17	0.1476
chr1-5670000-5675000	101	0.6174
chr1-5675000-5680000	52	0.4674
chr1-5680000-5685000	12	0.1048
chr1-5685000-5690000	14	0.1324
chr1-5690000-5695000	13	0.168
chr1-5735000-5740000	13	0.2892
chr1-5740000-5745000	26	0.1624
chr1-5745000-5750000	2	0.1252
chr1-5755000-5760000	21	0.3662
chr1-5760000-5765000	22	0.3272
chr1-5765000-5770000	20	0.3376
chr1-5770000-5775000	16	0.1928
chr1-5775000-5780000	37	0.5652
chr1-5780000-5785000	18	0.4952
chr1-5785000-5790000	4	0.1578
chr1-5800000-5805000	12	0.2472
chr1-5815000-5820000	18	0.3188
chr1-5820000-5825000	56	0.7646
chr1-5845000-5850000	4	0.0266
chr1-5855000-5860000	5	0.0828
chr1-5860000-5865000	8	0.0628
chr1-6130000-6135000	15	0.2472
chr1-6135000-6140000	11	0.2158
chr1-6160000-6165000	9	0.1118
chr1-6365000-6370000	10	0.143
chr1-6705000-6710000	5	0.0352
chr1-6745000-6750000	21	0.4782
chr1-6750000-6755000	8	0.1604
chr1-6840000-6845000	15	0.1896
chr1-6845000-6850000	36	0.5014
chr1-6850000-6855000	13	0.1602
chr1-6900000-6905000	6	0.251
chr1-6915000-6920000	12	0.3466
chr1-6920000-6925000	26	0.4832
chr1-6930000-6935000	5	0.0956
chr1-6945000-6950000	8	0.0832
chr1-6955000-6960000	8	0.1328
chr1-6980000-6985000	9	0.2452
chr1-6985000-6990000	10	0.0956
chr1-6990000-6995000	20	0.5166
chr1-6995000-7000000	26	0.6498
chr1-7000000-7005000	2	0.1488
chr1-7010000-7015000	8	0.0768
chr1-7015000-7020000	20	0.4264
chr1-7020000-7025000	5	0.0726
chr1-7050000-7055000	14	0.2172
chr1-7055000-7060000	5	0.1462
chr1-7060000-7065000	10	0.0996
chr1-7070000-7075000	12	0.2384
chr1-7075000-7080000	21	0.362
chr1-7105000-7110000	13	0.1718
chr1-7110000-7115000	18	0.3746
chr1-7115000-7120000	39	0.5172
chr1-7120000-7125000	19	0.3562
chr1-7125000-7130000	34	0.4314
chr1-7135000-7140000	10	0.2726
chr1-7140000-7145000	13	0.1878
chr1-7145000-7150000	12	0.13
chr1-7150000-7155000	3	0.0374
chr1-7160000-7165000	18	0.4082
chr1-7165000-7170000	13	0.3216
chr1-7170000-7175000	12	0.4026
chr1-7175000-7180000	5	0.1602
chr1-7180000-7185000	9	0.1276
chr1-7195000-7200000	26	0.1988
chr1-7215000-7220000	23	0.5096
chr1-7220000-7225000	6	0.078
chr1-7245000-7250000	14	0.1582
chr1-7250000-7255000	20	0.2556
chr1-7255000-7260000	15	0.2964
chr1-7265000-7270000	55	0.6676
chr1-7270000-7275000	41	0.753
chr1-7280000-7285000	4	0.2664
chr1-7285000-7290000	7	0.07
chr1-7310000-7315000	10	0.4476
chr1-7320000-7325000	14	0.0928
chr1-7325000-7330000	11	0.3148
chr1-7330000-7335000	3	0.1118
chr1-7335000-7340000	3	0.1166
chr1-7340000-7345000	1	0.0552
chr1-7345000-7350000	20	0.2962
chr1-7350000-7355000	1	0.0584
chr1-7355000-7360000	1	0.0304
chr1-7360000-7365000	20	0.2502
chr1-7365000-7370000	12	0.1116
chr1-7370000-7375000	22	0.2904
chr1-7375000-7380000	24	0.2612
chr1-7380000-7385000	62	0.6008
chr1-7385000-7390000	2	0.0844
chr1-7390000-7395000	53	0.817
chr1-7395000-7400000	47	0.9118
chr1-7400000-7405000	56	0.5774
chr1-7405000-7410000	17	0.1604
chr1-7410000-7415000	105	0.7266
chr1-7415000-7420000	156	0.9592
chr1-7420000-7425000	40	0.4128
chr1-7425000-7430000	30	0.4468
chr1-7430000-7435000	31	0.3216
chr1-7435000-7440000	7	0.134
chr1-7445000-7450000	13	0.1342
chr1-7465000-7470000	2	0.039
chr1-7470000-7475000	6	0.0404
chr1-7475000-7480000	3	0.0614
chr1-7480000-7485000	38	0.618
chr1-7490000-7495000	20	0.2396
chr1-7495000-7500000	41	0.3802
chr1-7500000-7505000	5	0.0534
chr1-7505000-7510000	11	0.1736
chr1-7525000-7530000	1	0.071
chr1-7540000-7545000	35	0.579
chr1-7545000-7550000	46	0.599
chr1-7550000-7555000	11	0.179
chr1-7555000-7560000	13	0.2316
chr1-7565000-7570000	27	0.5474
chr1-7570000-7575000	15	0.1802
chr1-7580000-7585000	6	0.1564
chr1-7585000-7590000	14	0.1454
chr1-7600000-7605000	22	0.3034
chr1-7620000-7625000	4	0.0394
chr1-7650000-7655000	27	0.3708
chr1-7655000-7660000	36	0.4276
chr1-7660000-7665000	8	0.118
chr1-7685000-7690000	5	0.0508
chr1-7690000-7695000	24	0.4204
chr1-7695000-7700000	4	0.1062
chr1-7710000-7715000	26	0.4248
chr1-7715000-7720000	6	0.1116
chr1-7735000-7740000	8	0.0524
chr1-7785000-7790000	17	0.1822
chr1-7790000-7795000	56	0.6094
chr1-7795000-7800000	24	0.4492
chr1-7810000-7815000	12	0.2926
chr1-7815000-7820000	7	0.1802
chr1-7835000-7840000	24	0.4452
chr1-7840000-7845000	8	0.1882
chr1-7860000-7865000	13	0.1296
chr1-7865000-7870000	6	0.1368
chr1-7870000-7875000	24	0.463
chr1-7875000-7880000	15	0.419
chr1-8040000-8045000	15	0.279
chr1-8045000-8050000	6	0.0508
chr1-8085000-8090000	16	0.434
chr1-8095000-8100000	4	0.0404
chr1-8105000-8110000	8	0.0818
chr1-8120000-8125000	24	0.4122
chr1-8150000-8155000	11	0.0658
chr1-8155000-8160000	6	0.1952
chr1-8160000-8165000	17	0.3846
chr1-8170000-8175000	1	0.012
chr1-8175000-8180000	24	0.5064
chr1-8180000-8185000	6	0.0828
chr1-8190000-8195000	6	0.0618
chr1-8330000-8335000	4	0.0524
chr1-8730000-8735000	5	0.133
chr1-8735000-8740000	66	0.8068
chr1-8740000-8745000	22	0.3284
chr1-8825000-8830000	9	0.3418
chr1-8925000-8930000	14	0.1956
chr1-9025000-9030000	34	0.3334
chr1-9030000-9035000	93	0.6676
chr1-9035000-9040000	24	0.2472
chr1-9085000-9090000	40	0.836
chr1-9090000-9095000	54	1
chr1-9095000-9100000	15	0.2978
chr1-9255000-9260000	2	0.0608
chr1-9260000-9265000	14	0.1842
chr1-9270000-9275000	8	0.2174
chr1-9275000-9280000	4	0.0358
chr1-9280000-9285000	1	0.1056
chr1-9285000-9290000	13	0.1086
chr1-9385000-9390000	5	0.0812
chr1-9390000-9395000	56	0.9764
chr1-9395000-9400000	11	0.101
chr1-9420000-9425000	13	0.1664
chr1-9425000-9430000	10	0.1624
chr1-10490000-10495000	5	0.0588
chr1-10715000-10720000	1	0.04
chr1-10840000-10845000	13	0.1392
chr1-10845000-10850000	52	0.8972
chr1-10850000-10855000	8	0.1896
chr1-10855000-10860000	4	0.0792
chr1-10920000-10925000	8	0.111
chr1-11350000-11355000	14	0.1604
chr1-11370000-11375000	19	0.193
chr1-11375000-11380000	8	0.0944
chr1-11395000-11400000	7	0.0602
chr1-11400000-11405000	22	0.5438
chr1-11405000-11410000	14	0.1822
chr1-11410000-11415000	19	0.4538
chr1-11415000-11420000	18	0.2694
chr1-11425000-11430000	16	0.2346
chr1-11430000-11435000	19	0.2508
chr1-11480000-11485000	4	0.083
chr1-11485000-11490000	1	0.0182
chr1-11495000-11500000	27	0.3854
chr1-11500000-11505000	40	0.3502
chr1-11505000-11510000	93	0.9326
chr1-11510000-11515000	90	1
chr1-11515000-11520000	6	0.2072
